quarter,town,flat_type,price
2011-Q3,Sengkang,2-room,0
2011-Q3,Sengkang,3-room,0
2011-Q3,Sengkang,4-room,450000
2011-Q3,Sengkang,5-room,503000
2011-Q3,Sengkang,Executive,596000
2011-Q3,Serangoon,1-room,0
2011-Q3,Serangoon,2-room,-
2011-Q3,Serangoon,3-room,330000
2011-Q3,Serangoon,4-room,439000
2011-Q3,Serangoon,5-room,520000
2011-Q3,Serangoon,Executive,-
2011-Q3,Tampines,1-room,0
2011-Q3,Tampines,2-room,0
2011-Q3,Tampines,3-room,348000
2011-Q3,Tampines,4-room,445000
2011-Q3,Tampines,5-room,521500
2011-Q3,Tampines,Executive,630000
2011-Q3,Toa Payoh,1-room,0
2011-Q3,Toa Payoh,2-room,-
2011-Q3,Toa Payoh,3-room,338000
2011-Q3,Toa Payoh,4-room,540000
2011-Q3,Toa Payoh,5-room,666000
2011-Q3,Toa Payoh,Executive,-
2011-Q3,Woodlands,1-room,0
2011-Q3,Woodlands,2-room,0
2011-Q3,Woodlands,3-room,300000
2011-Q3,Woodlands,4-room,382500
2011-Q3,Woodlands,5-room,435000
2011-Q3,Woodlands,Executive,540000
2011-Q3,Yishun,1-room,0
2011-Q3,Yishun,2-room,0
2011-Q3,Yishun,3-room,307000
2011-Q3,Yishun,4-room,377000
2011-Q3,Yishun,5-room,460000
2011-Q3,Yishun,Executive,-
2011-Q4,Ang Mo Kio,1-room,0
2011-Q4,Ang Mo Kio,2-room,-
2011-Q4,Ang Mo Kio,3-room,341500
2011-Q4,Ang Mo Kio,4-room,468000
2011-Q4,Ang Mo Kio,5-room,606400
2011-Q4,Ang Mo Kio,Executive,-
2011-Q4,Bedok,1-room,0
2011-Q4,Bedok,2-room,-
2011-Q4,Bedok,3-room,331500
2011-Q4,Bedok,4-room,430000
2011-Q4,Bedok,5-room,545000
2011-Q4,Bedok,Executive,-
2011-Q4,Bishan,1-room,0
2011-Q4,Bishan,2-room,0
2011-Q4,Bishan,3-room,-
2011-Q4,Bishan,4-room,500000
2011-Q4,Bishan,5-room,650000
2011-Q4,Bishan,Executive,-
2011-Q4,Bukit Batok,1-room,0
2011-Q4,Bukit Batok,2-room,0
2011-Q4,Bukit Batok,3-room,320000
2011-Q4,Bukit Batok,4-room,427000
2011-Q4,Bukit Batok,5-room,546000
2011-Q4,Bukit Batok,Executive,-
2011-Q4,Bukit Merah,1-room,-
2011-Q4,Bukit Merah,2-room,-
2011-Q4,Bukit Merah,3-room,376500
2011-Q4,Bukit Merah,4-room,578500
2011-Q4,Bukit Merah,5-room,712000
2011-Q4,Bukit Merah,Executive,0
2011-Q4,Bukit Panjang,1-room,0
2011-Q4,Bukit Panjang,2-room,0
2011-Q4,Bukit Panjang,3-room,-
2011-Q4,Bukit Panjang,4-room,404900
2011-Q4,Bukit Panjang,5-room,482900
2011-Q4,Bukit Panjang,Executive,565000
2011-Q4,Bukit Timah,1-room,0
2011-Q4,Bukit Timah,2-room,0
2011-Q4,Bukit Timah,3-room,-
2011-Q4,Bukit Timah,4-room,-
2011-Q4,Bukit Timah,5-room,-
2011-Q4,Bukit Timah,Executive,-
2011-Q4,Central,1-room,0
2011-Q4,Central,2-room,-
2011-Q4,Central,3-room,426500
2011-Q4,Central,4-room,-
2011-Q4,Central,5-room,-
2011-Q4,Central,Executive,0
2011-Q4,Choa Chu Kang,1-room,0
2011-Q4,Choa Chu Kang,2-room,0
2011-Q4,Choa Chu Kang,3-room,-
2011-Q4,Choa Chu Kang,4-room,409500
2011-Q4,Choa Chu Kang,5-room,465000
2011-Q4,Choa Chu Kang,Executive,571000
2011-Q4,Clementi,1-room,0
2011-Q4,Clementi,2-room,0
2011-Q4,Clementi,3-room,361300
2011-Q4,Clementi,4-room,506000
2011-Q4,Clementi,5-room,-
2011-Q4,Clementi,Executive,-
2011-Q4,Geylang,1-room,0
2011-Q4,Geylang,2-room,-
2011-Q4,Geylang,3-room,313000
2011-Q4,Geylang,4-room,495000
2011-Q4,Geylang,5-room,-
2011-Q4,Geylang,Executive,-
2011-Q4,Hougang,1-room,0
2011-Q4,Hougang,2-room,0
2011-Q4,Hougang,3-room,331500
2011-Q4,Hougang,4-room,423000
2011-Q4,Hougang,5-room,517500
2011-Q4,Hougang,Executive,595000
2011-Q4,Jurong East,1-room,0
2011-Q4,Jurong East,2-room,0
2011-Q4,Jurong East,3-room,325000
2011-Q4,Jurong East,4-room,415500
2011-Q4,Jurong East,5-room,495000
2011-Q4,Jurong East,Executive,-
2011-Q4,Jurong West,1-room,0
2011-Q4,Jurong West,2-room,0
2011-Q4,Jurong West,3-room,300000
2011-Q4,Jurong West,4-room,400500
2011-Q4,Jurong West,5-room,475000
2011-Q4,Jurong West,Executive,569000
2011-Q4,Kallang/Whampoa,1-room,0
2011-Q4,Kallang/Whampoa,2-room,-
2011-Q4,Kallang/Whampoa,3-room,345000
2011-Q4,Kallang/Whampoa,4-room,515500
2011-Q4,Kallang/Whampoa,5-room,639000
2011-Q4,Kallang/Whampoa,Executive,-
2011-Q4,Marine Parade,1-room,0
2011-Q4,Marine Parade,2-room,0
2011-Q4,Marine Parade,3-room,-
2011-Q4,Marine Parade,4-room,-
2011-Q4,Marine Parade,5-room,-
2011-Q4,Marine Parade,Executive,0
2011-Q4,Pasir Ris,1-room,0
2011-Q4,Pasir Ris,2-room,0
2011-Q4,Pasir Ris,3-room,0
2011-Q4,Pasir Ris,4-room,439000
2011-Q4,Pasir Ris,5-room,500000
2011-Q4,Pasir Ris,Executive,620000
2011-Q4,Punggol,1-room,0
2011-Q4,Punggol,2-room,0
2011-Q4,Punggol,3-room,0
2011-Q4,Punggol,4-room,475000
2011-Q4,Punggol,5-room,521500
2011-Q4,Punggol,Executive,-
2011-Q4,Queenstown,1-room,0
2011-Q4,Queenstown,2-room,-
2011-Q4,Queenstown,3-room,370000
2011-Q4,Queenstown,4-room,651000
2011-Q4,Queenstown,5-room,-
2011-Q4,Queenstown,Executive,-
2011-Q4,Sembawang,1-room,0
2011-Q4,Sembawang,2-room,0
2011-Q4,Sembawang,3-room,0
2011-Q4,Sembawang,4-room,415000
2011-Q4,Sembawang,5-room,465000
2011-Q4,Sembawang,Executive,525000
2011-Q4,Sengkang,1-room,0
2011-Q4,Sengkang,2-room,0
2011-Q4,Sengkang,3-room,0
2011-Q4,Sengkang,4-room,450000
2011-Q4,Sengkang,5-room,511000
2011-Q4,Sengkang,Executive,590000
2011-Q4,Serangoon,1-room,0
2011-Q4,Serangoon,2-room,-
2011-Q4,Serangoon,3-room,340000
2011-Q4,Serangoon,4-room,467500
2011-Q4,Serangoon,5-room,565000
2011-Q4,Serangoon,Executive,-
2011-Q4,Tampines,1-room,0
2011-Q4,Tampines,2-room,0
2011-Q4,Tampines,3-room,356000
2011-Q4,Tampines,4-room,450000
2011-Q4,Tampines,5-room,525000
2011-Q4,Tampines,Executive,630000
2011-Q4,Toa Payoh,1-room,0
2011-Q4,Toa Payoh,2-room,-
2011-Q4,Toa Payoh,3-room,348000
2011-Q4,Toa Payoh,4-room,481500
2011-Q4,Toa Payoh,5-room,645000
2011-Q4,Toa Payoh,Executive,-
2011-Q4,Woodlands,1-room,0
2011-Q4,Woodlands,2-room,-
2011-Q4,Woodlands,3-room,302500
2011-Q4,Woodlands,4-room,392000
2011-Q4,Woodlands,5-room,446500
2011-Q4,Woodlands,Executive,565000
2011-Q4,Yishun,1-room,0
2011-Q4,Yishun,2-room,0
2011-Q4,Yishun,3-room,312000
2011-Q4,Yishun,4-room,382000
2011-Q4,Yishun,5-room,487000
2011-Q4,Yishun,Executive,574500
2012-Q1,Ang Mo Kio,1-room,0
2012-Q1,Ang Mo Kio,2-room,-
2012-Q1,Ang Mo Kio,3-room,350000
2012-Q1,Ang Mo Kio,4-room,455000
2012-Q1,Ang Mo Kio,5-room,621500
2012-Q1,Ang Mo Kio,Executive,-
2012-Q1,Bedok,1-room,0
2012-Q1,Bedok,2-room,-
2012-Q1,Bedok,3-room,330000
2012-Q1,Bedok,4-room,422400
2012-Q1,Bedok,5-room,560000
2012-Q1,Bedok,Executive,-
2012-Q1,Bishan,1-room,0
2012-Q1,Bishan,2-room,0
2012-Q1,Bishan,3-room,-
2012-Q1,Bishan,4-room,520500
2012-Q1,Bishan,5-room,678500
2012-Q1,Bishan,Executive,-
2012-Q1,Bukit Batok,1-room,0
2012-Q1,Bukit Batok,2-room,0
2012-Q1,Bukit Batok,3-room,320000
2012-Q1,Bukit Batok,4-room,416500
2012-Q1,Bukit Batok,5-room,520000
2012-Q1,Bukit Batok,Executive,-
2012-Q1,Bukit Merah,1-room,-
2012-Q1,Bukit Merah,2-room,-
2012-Q1,Bukit Merah,3-room,373500
2012-Q1,Bukit Merah,4-room,590000
2012-Q1,Bukit Merah,5-room,729000
2012-Q1,Bukit Merah,Executive,0
2012-Q1,Bukit Panjang,1-room,0
2012-Q1,Bukit Panjang,2-room,0
2012-Q1,Bukit Panjang,3-room,-
2012-Q1,Bukit Panjang,4-room,408000
2012-Q1,Bukit Panjang,5-room,486500
2012-Q1,Bukit Panjang,Executive,600000
2012-Q1,Bukit Timah,1-room,0
2012-Q1,Bukit Timah,2-room,0
2012-Q1,Bukit Timah,3-room,0
2012-Q1,Bukit Timah,4-room,-
2012-Q1,Bukit Timah,5-room,-
2012-Q1,Bukit Timah,Executive,-
2012-Q1,Central,1-room,0
2012-Q1,Central,2-room,0
2012-Q1,Central,3-room,460000
2012-Q1,Central,4-room,-
2012-Q1,Central,5-room,-
2012-Q1,Central,Executive,0
2012-Q1,Choa Chu Kang,1-room,0
2012-Q1,Choa Chu Kang,2-room,0
2012-Q1,Choa Chu Kang,3-room,-
2012-Q1,Choa Chu Kang,4-room,410000
2012-Q1,Choa Chu Kang,5-room,485000
2012-Q1,Choa Chu Kang,Executive,-
2012-Q1,Clementi,1-room,0
2012-Q1,Clementi,2-room,-
2012-Q1,Clementi,3-room,375000
2012-Q1,Clementi,4-room,495000
2012-Q1,Clementi,5-room,-
2012-Q1,Clementi,Executive,-
2012-Q1,Geylang,1-room,0
2012-Q1,Geylang,2-room,-
2012-Q1,Geylang,3-room,310000
2012-Q1,Geylang,4-room,462000
2012-Q1,Geylang,5-room,-
2012-Q1,Geylang,Executive,-
2012-Q1,Hougang,1-room,0
2012-Q1,Hougang,2-room,0
2012-Q1,Hougang,3-room,335000
2012-Q1,Hougang,4-room,425000
2012-Q1,Hougang,5-room,514000
2012-Q1,Hougang,Executive,620000
2012-Q1,Jurong East,1-room,0
2012-Q1,Jurong East,2-room,0
2012-Q1,Jurong East,3-room,330000
2012-Q1,Jurong East,4-room,420000
2012-Q1,Jurong East,5-room,528000
2012-Q1,Jurong East,Executive,-
2012-Q1,Jurong West,1-room,0
2012-Q1,Jurong West,2-room,-
2012-Q1,Jurong West,3-room,312000
2012-Q1,Jurong West,4-room,412000
2012-Q1,Jurong West,5-room,478000
2012-Q1,Jurong West,Executive,555000
2012-Q1,Kallang/Whampoa,1-room,0
2012-Q1,Kallang/Whampoa,2-room,-
2012-Q1,Kallang/Whampoa,3-room,330000
2012-Q1,Kallang/Whampoa,4-room,513000
2012-Q1,Kallang/Whampoa,5-room,-
2012-Q1,Kallang/Whampoa,Executive,-
2012-Q1,Marine Parade,1-room,0
2012-Q1,Marine Parade,2-room,0
2012-Q1,Marine Parade,3-room,-
2012-Q1,Marine Parade,4-room,-
2012-Q1,Marine Parade,5-room,-
2012-Q1,Marine Parade,Executive,0
2012-Q1,Pasir Ris,1-room,0
2012-Q1,Pasir Ris,2-room,0
2012-Q1,Pasir Ris,3-room,-
2012-Q1,Pasir Ris,4-room,432000
2012-Q1,Pasir Ris,5-room,507000
2012-Q1,Pasir Ris,Executive,610000
2012-Q1,Punggol,1-room,0
2012-Q1,Punggol,2-room,0
2012-Q1,Punggol,3-room,0
2012-Q1,Punggol,4-room,474000
2012-Q1,Punggol,5-room,523500
2012-Q1,Punggol,Executive,-
2012-Q1,Queenstown,1-room,0
2012-Q1,Queenstown,2-room,-
2012-Q1,Queenstown,3-room,365000
2012-Q1,Queenstown,4-room,655000
2012-Q1,Queenstown,5-room,-
2012-Q1,Queenstown,Executive,-
2012-Q1,Sembawang,1-room,0
2012-Q1,Sembawang,2-room,0
2012-Q1,Sembawang,3-room,0
2012-Q1,Sembawang,4-room,421500
2012-Q1,Sembawang,5-room,466000
2012-Q1,Sembawang,Executive,532000
2012-Q1,Sengkang,1-room,0
2012-Q1,Sengkang,2-room,0
2012-Q1,Sengkang,3-room,-
2012-Q1,Sengkang,4-room,450000
2012-Q1,Sengkang,5-room,512600
2012-Q1,Sengkang,Executive,600000
2012-Q1,Serangoon,1-room,0
2012-Q1,Serangoon,2-room,-
2012-Q1,Serangoon,3-room,350000
2012-Q1,Serangoon,4-room,466000
2012-Q1,Serangoon,5-room,-
2012-Q1,Serangoon,Executive,-
2012-Q1,Tampines,1-room,0
2012-Q1,Tampines,2-room,0
2012-Q1,Tampines,3-room,362000
2012-Q1,Tampines,4-room,448000
2012-Q1,Tampines,5-room,523000
2012-Q1,Tampines,Executive,643400
2012-Q1,Toa Payoh,1-room,0
2012-Q1,Toa Payoh,2-room,-
2012-Q1,Toa Payoh,3-room,338000
2012-Q1,Toa Payoh,4-room,565000
2012-Q1,Toa Payoh,5-room,721500
2012-Q1,Toa Payoh,Executive,-
2012-Q1,Woodlands,1-room,0
2012-Q1,Woodlands,2-room,-
2012-Q1,Woodlands,3-room,305000
2012-Q1,Woodlands,4-room,392000
2012-Q1,Woodlands,5-room,445000
2012-Q1,Woodlands,Executive,565000
2012-Q1,Yishun,1-room,0
2012-Q1,Yishun,2-room,0
2012-Q1,Yishun,3-room,319000
2012-Q1,Yishun,4-room,384000
2012-Q1,Yishun,5-room,487100
2012-Q1,Yishun,Executive,564000
2012-Q2,Ang Mo Kio,1-room,0
2012-Q2,Ang Mo Kio,2-room,-
2012-Q2,Ang Mo Kio,3-room,346000
2012-Q2,Ang Mo Kio,4-room,460000
2012-Q2,Ang Mo Kio,5-room,620000
2012-Q2,Ang Mo Kio,Executive,-
2012-Q2,Bedok,1-room,0
2012-Q2,Bedok,2-room,-
2012-Q2,Bedok,3-room,335500
2012-Q2,Bedok,4-room,432000
2012-Q2,Bedok,5-room,576500
2012-Q2,Bedok,Executive,-
2012-Q2,Bishan,1-room,0
2012-Q2,Bishan,2-room,0
2012-Q2,Bishan,3-room,335000
2012-Q2,Bishan,4-room,509000
2012-Q2,Bishan,5-room,658500
2012-Q2,Bishan,Executive,-
2012-Q2,Bukit Batok,1-room,0
2012-Q2,Bukit Batok,2-room,0
2012-Q2,Bukit Batok,3-room,323000
2012-Q2,Bukit Batok,4-room,428000
2012-Q2,Bukit Batok,5-room,591900
2012-Q2,Bukit Batok,Executive,626500
2012-Q2,Bukit Merah,1-room,-
2012-Q2,Bukit Merah,2-room,-
2012-Q2,Bukit Merah,3-room,384500
2012-Q2,Bukit Merah,4-room,595000
2012-Q2,Bukit Merah,5-room,750500
2012-Q2,Bukit Merah,Executive,0
2012-Q2,Bukit Panjang,1-room,0
2012-Q2,Bukit Panjang,2-room,0
2012-Q2,Bukit Panjang,3-room,338000
2012-Q2,Bukit Panjang,4-room,410000
2012-Q2,Bukit Panjang,5-room,481800
2012-Q2,Bukit Panjang,Executive,594000
2012-Q2,Bukit Timah,1-room,0
2012-Q2,Bukit Timah,2-room,0
2012-Q2,Bukit Timah,3-room,-
2012-Q2,Bukit Timah,4-room,-
2012-Q2,Bukit Timah,5-room,-
2012-Q2,Bukit Timah,Executive,-
2012-Q2,Central,1-room,0
2012-Q2,Central,2-room,-
2012-Q2,Central,3-room,440000
2012-Q2,Central,4-room,-
2012-Q2,Central,5-room,-
2012-Q2,Central,Executive,0
2012-Q2,Choa Chu Kang,1-room,0
2012-Q2,Choa Chu Kang,2-room,0
2012-Q2,Choa Chu Kang,3-room,-
2012-Q2,Choa Chu Kang,4-room,420000
2012-Q2,Choa Chu Kang,5-room,481500
2012-Q2,Choa Chu Kang,Executive,573900
2012-Q2,Clementi,1-room,0
2012-Q2,Clementi,2-room,0
2012-Q2,Clementi,3-room,376500
2012-Q2,Clementi,4-room,500000
2012-Q2,Clementi,5-room,-
2012-Q2,Clementi,Executive,-
2012-Q2,Geylang,1-room,0
2012-Q2,Geylang,2-room,-
2012-Q2,Geylang,3-room,308000
2012-Q2,Geylang,4-room,457000
2012-Q2,Geylang,5-room,682500
2012-Q2,Geylang,Executive,-
2012-Q2,Hougang,1-room,0
2012-Q2,Hougang,2-room,0
2012-Q2,Hougang,3-room,335000
2012-Q2,Hougang,4-room,428000
2012-Q2,Hougang,5-room,515000
2012-Q2,Hougang,Executive,626900
2012-Q2,Jurong East,1-room,0
2012-Q2,Jurong East,2-room,0
2012-Q2,Jurong East,3-room,337000
2012-Q2,Jurong East,4-room,430000
2012-Q2,Jurong East,5-room,517500
2012-Q2,Jurong East,Executive,-
2012-Q2,Jurong West,1-room,0
2012-Q2,Jurong West,2-room,-
2012-Q2,Jurong West,3-room,308500
2012-Q2,Jurong West,4-room,414000
2012-Q2,Jurong West,5-room,491000
2012-Q2,Jurong West,Executive,570000
2012-Q2,Kallang/Whampoa,1-room,0
2012-Q2,Kallang/Whampoa,2-room,-
2012-Q2,Kallang/Whampoa,3-room,355000
2012-Q2,Kallang/Whampoa,4-room,502000
2012-Q2,Kallang/Whampoa,5-room,668400
2012-Q2,Kallang/Whampoa,Executive,-
2012-Q2,Marine Parade,1-room,0
2012-Q2,Marine Parade,2-room,0
2012-Q2,Marine Parade,3-room,399000
2012-Q2,Marine Parade,4-room,-
2012-Q2,Marine Parade,5-room,-
2012-Q2,Marine Parade,Executive,0
2012-Q2,Pasir Ris,1-room,0
2012-Q2,Pasir Ris,2-room,0
2012-Q2,Pasir Ris,3-room,-
2012-Q2,Pasir Ris,4-room,439400
2012-Q2,Pasir Ris,5-room,510000
2012-Q2,Pasir Ris,Executive,630000
2012-Q2,Punggol,1-room,0
2012-Q2,Punggol,2-room,0
2012-Q2,Punggol,3-room,0
2012-Q2,Punggol,4-room,475500
2012-Q2,Punggol,5-room,533000
2012-Q2,Punggol,Executive,611000
2012-Q2,Queenstown,1-room,0
2012-Q2,Queenstown,2-room,-
2012-Q2,Queenstown,3-room,375500
2012-Q2,Queenstown,4-room,638000
2012-Q2,Queenstown,5-room,-
2012-Q2,Queenstown,Executive,-
2012-Q2,Sembawang,1-room,0
2012-Q2,Sembawang,2-room,0
2012-Q2,Sembawang,3-room,0
2012-Q2,Sembawang,4-room,419000
2012-Q2,Sembawang,5-room,468000
2012-Q2,Sembawang,Executive,547000
2012-Q2,Sengkang,1-room,0
2012-Q2,Sengkang,2-room,-
2012-Q2,Sengkang,3-room,0
2012-Q2,Sengkang,4-room,447000
2012-Q2,Sengkang,5-room,513900
2012-Q2,Sengkang,Executive,615000
2012-Q2,Serangoon,1-room,0
2012-Q2,Serangoon,2-room,0
2012-Q2,Serangoon,3-room,335500
2012-Q2,Serangoon,4-room,488000
2012-Q2,Serangoon,5-room,-
2012-Q2,Serangoon,Executive,680000
2012-Q2,Tampines,1-room,0
2012-Q2,Tampines,2-room,0
2012-Q2,Tampines,3-room,367000
2012-Q2,Tampines,4-room,453000
2012-Q2,Tampines,5-room,530000
2012-Q2,Tampines,Executive,640000
2012-Q2,Toa Payoh,1-room,0
2012-Q2,Toa Payoh,2-room,-
2012-Q2,Toa Payoh,3-room,350000
2012-Q2,Toa Payoh,4-room,534000
2012-Q2,Toa Payoh,5-room,684000
2012-Q2,Toa Payoh,Executive,-
2012-Q2,Woodlands,1-room,0
2012-Q2,Woodlands,2-room,-
2012-Q2,Woodlands,3-room,310000
2012-Q2,Woodlands,4-room,395000
2012-Q2,Woodlands,5-room,455000
2012-Q2,Woodlands,Executive,570500
2012-Q2,Yishun,1-room,0
2012-Q2,Yishun,2-room,0
2012-Q2,Yishun,3-room,321500
2012-Q2,Yishun,4-room,386000
2012-Q2,Yishun,5-room,492000
2012-Q2,Yishun,Executive,620000
2012-Q3,Ang Mo Kio,1-room,0
2012-Q3,Ang Mo Kio,2-room,-
2012-Q3,Ang Mo Kio,3-room,357000
2012-Q3,Ang Mo Kio,4-room,473000
2012-Q3,Ang Mo Kio,5-room,652500
2012-Q3,Ang Mo Kio,Executive,-
2012-Q3,Bedok,1-room,0
2012-Q3,Bedok,2-room,-
2012-Q3,Bedok,3-room,342000
2012-Q3,Bedok,4-room,437500
2012-Q3,Bedok,5-room,585000
2012-Q3,Bedok,Executive,-
2012-Q3,Bishan,1-room,0
2012-Q3,Bishan,2-room,0
2012-Q3,Bishan,3-room,-
2012-Q3,Bishan,4-room,511000
2012-Q3,Bishan,5-room,687000
2012-Q3,Bishan,Executive,-
2012-Q3,Bukit Batok,1-room,0
2012-Q3,Bukit Batok,2-room,0
2012-Q3,Bukit Batok,3-room,327500
2012-Q3,Bukit Batok,4-room,430000
2012-Q3,Bukit Batok,5-room,586900
2012-Q3,Bukit Batok,Executive,-
2012-Q3,Bukit Merah,1-room,-
2012-Q3,Bukit Merah,2-room,-
2012-Q3,Bukit Merah,3-room,392500
2012-Q3,Bukit Merah,4-room,617000
2012-Q3,Bukit Merah,5-room,754000
2012-Q3,Bukit Merah,Executive,0
2012-Q3,Bukit Panjang,1-room,0
2012-Q3,Bukit Panjang,2-room,0
2012-Q3,Bukit Panjang,3-room,345000
2012-Q3,Bukit Panjang,4-room,413000
2012-Q3,Bukit Panjang,5-room,500000
2012-Q3,Bukit Panjang,Executive,610000
2012-Q3,Bukit Timah,1-room,0
2012-Q3,Bukit Timah,2-room,0
2012-Q3,Bukit Timah,3-room,-
2012-Q3,Bukit Timah,4-room,-
2012-Q3,Bukit Timah,5-room,-
2012-Q3,Bukit Timah,Executive,-
2012-Q3,Central,1-room,0
2012-Q3,Central,2-room,-
2012-Q3,Central,3-room,442500
2012-Q3,Central,4-room,-
2012-Q3,Central,5-room,-
2012-Q3,Central,Executive,0
2012-Q3,Choa Chu Kang,1-room,0
2012-Q3,Choa Chu Kang,2-room,0
2012-Q3,Choa Chu Kang,3-room,-
2012-Q3,Choa Chu Kang,4-room,425000
2012-Q3,Choa Chu Kang,5-room,486000
2012-Q3,Choa Chu Kang,Executive,587800
2012-Q3,Clementi,1-room,0
2012-Q3,Clementi,2-room,0
2012-Q3,Clementi,3-room,388000
2012-Q3,Clementi,4-room,489000
2012-Q3,Clementi,5-room,-
2012-Q3,Clementi,Executive,-
2012-Q3,Geylang,1-room,0
2012-Q3,Geylang,2-room,-
2012-Q3,Geylang,3-room,314000
2012-Q3,Geylang,4-room,466000
2012-Q3,Geylang,5-room,-
2012-Q3,Geylang,Executive,-
2012-Q3,Hougang,1-room,0
2012-Q3,Hougang,2-room,0
2012-Q3,Hougang,3-room,340500
2012-Q3,Hougang,4-room,435000
2012-Q3,Hougang,5-room,523000
2012-Q3,Hougang,Executive,653500
2012-Q3,Jurong East,1-room,0
2012-Q3,Jurong East,2-room,0
2012-Q3,Jurong East,3-room,343000
2012-Q3,Jurong East,4-room,437500
2012-Q3,Jurong East,5-room,-
2012-Q3,Jurong East,Executive,-
2012-Q3,Jurong West,1-room,0
2012-Q3,Jurong West,2-room,-
2012-Q3,Jurong West,3-room,324000
2012-Q3,Jurong West,4-room,423000
2012-Q3,Jurong West,5-room,497500
2012-Q3,Jurong West,Executive,588000
2012-Q3,Kallang/Whampoa,1-room,0
2012-Q3,Kallang/Whampoa,2-room,-
2012-Q3,Kallang/Whampoa,3-room,347000
2012-Q3,Kallang/Whampoa,4-room,525000
2012-Q3,Kallang/Whampoa,5-room,657500
2012-Q3,Kallang/Whampoa,Executive,-
2012-Q3,Marine Parade,1-room,0
2012-Q3,Marine Parade,2-room,0
2012-Q3,Marine Parade,3-room,410000
2012-Q3,Marine Parade,4-room,-
2012-Q3,Marine Parade,5-room,-
2012-Q3,Marine Parade,Executive,0
2012-Q3,Pasir Ris,1-room,0
2012-Q3,Pasir Ris,2-room,0
2012-Q3,Pasir Ris,3-room,-
2012-Q3,Pasir Ris,4-room,445000
2012-Q3,Pasir Ris,5-room,530000
2012-Q3,Pasir Ris,Executive,635000
2012-Q3,Punggol,1-room,0
2012-Q3,Punggol,2-room,0
2012-Q3,Punggol,3-room,0
2012-Q3,Punggol,4-room,482000
2012-Q3,Punggol,5-room,550000
2012-Q3,Punggol,Executive,-
2012-Q3,Queenstown,1-room,0
2012-Q3,Queenstown,2-room,-
2012-Q3,Queenstown,3-room,388000
2012-Q3,Queenstown,4-room,690000
2012-Q3,Queenstown,5-room,-
2012-Q3,Queenstown,Executive,-
2012-Q3,Sembawang,1-room,0
2012-Q3,Sembawang,2-room,0
2012-Q3,Sembawang,3-room,0
2012-Q3,Sembawang,4-room,425000
2012-Q3,Sembawang,5-room,480000
2012-Q3,Sembawang,Executive,556000
2012-Q3,Sengkang,1-room,0
2012-Q3,Sengkang,2-room,-
2012-Q3,Sengkang,3-room,-
2012-Q3,Sengkang,4-room,466500
2012-Q3,Sengkang,5-room,518000
2012-Q3,Sengkang,Executive,602000
2012-Q3,Serangoon,1-room,0
2012-Q3,Serangoon,2-room,-
2012-Q3,Serangoon,3-room,345000
2012-Q3,Serangoon,4-room,480000
2012-Q3,Serangoon,5-room,552000
2012-Q3,Serangoon,Executive,-
2012-Q3,Tampines,1-room,0
2012-Q3,Tampines,2-room,0
2012-Q3,Tampines,3-room,375000
2012-Q3,Tampines,4-room,462500
2012-Q3,Tampines,5-room,536000
2012-Q3,Tampines,Executive,658000
2012-Q3,Toa Payoh,1-room,0
2012-Q3,Toa Payoh,2-room,-
2012-Q3,Toa Payoh,3-room,353000
2012-Q3,Toa Payoh,4-room,541500
2012-Q3,Toa Payoh,5-room,682500
2012-Q3,Toa Payoh,Executive,-
2012-Q3,Woodlands,1-room,0
2012-Q3,Woodlands,2-room,-
2012-Q3,Woodlands,3-room,311500
2012-Q3,Woodlands,4-room,405000
2012-Q3,Woodlands,5-room,461000
2012-Q3,Woodlands,Executive,580000
2012-Q3,Yishun,1-room,0
2012-Q3,Yishun,2-room,0
2012-Q3,Yishun,3-room,325000
2012-Q3,Yishun,4-room,400000
2012-Q3,Yishun,5-room,498000
2012-Q3,Yishun,Executive,585000
2012-Q4,Ang Mo Kio,1-room,0
2012-Q4,Ang Mo Kio,2-room,-
2012-Q4,Ang Mo Kio,3-room,363000
2012-Q4,Ang Mo Kio,4-room,489000
2012-Q4,Ang Mo Kio,5-room,640000
2012-Q4,Ang Mo Kio,Executive,0
2012-Q4,Bedok,1-room,0
2012-Q4,Bedok,2-room,-
2012-Q4,Bedok,3-room,348000
2012-Q4,Bedok,4-room,445000
2012-Q4,Bedok,5-room,613000
2012-Q4,Bedok,Executive,-
2012-Q4,Bishan,1-room,0
2012-Q4,Bishan,2-room,0
2012-Q4,Bishan,3-room,-
2012-Q4,Bishan,4-room,527500
2012-Q4,Bishan,5-room,687000
2012-Q4,Bishan,Executive,-
2012-Q4,Bukit Batok,1-room,0
2012-Q4,Bukit Batok,2-room,0
2012-Q4,Bukit Batok,3-room,329000
2012-Q4,Bukit Batok,4-room,448500
2012-Q4,Bukit Batok,5-room,618000
2012-Q4,Bukit Batok,Executive,678000
2012-Q4,Bukit Merah,1-room,-
2012-Q4,Bukit Merah,2-room,-
2012-Q4,Bukit Merah,3-room,388000
2012-Q4,Bukit Merah,4-room,660000
2012-Q4,Bukit Merah,5-room,765000
2012-Q4,Bukit Merah,Executive,0
2012-Q4,Bukit Panjang,1-room,0
2012-Q4,Bukit Panjang,2-room,0
2012-Q4,Bukit Panjang,3-room,347000
2012-Q4,Bukit Panjang,4-room,418000
2012-Q4,Bukit Panjang,5-room,490000
2012-Q4,Bukit Panjang,Executive,595400
2012-Q4,Bukit Timah,1-room,0
