NUNCUESTI;P0;P1;P2A;P2B;P3A;P3B;P3C;P3D;P3E;P3F;P3G;P3H;P3I;P3J;P3K;P3L;P3M;P4A;P4B;P5;P141;P142;P151;P152;P161;P162;P163;P164;P165;P166;P167;P168;P169;P1610;P1611;P1612;P1613;P1614;P1615;P1616;P1617;P17;P29;P301;P302;P31;P32LIT;P32;P33;P34;P35;P361;P362;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;SECCION;BARRIO;CODBARRIO;DISTRITO
11045084;1;5;3;4;2;3;2;2;2;2;3;3;3;2;3;3;3;5;4;1;3;3;3;3;7;2;2;8;1;1;2;3;1;1;2;8;1;1;8;1;1;2;1;58;4;1; ;724;1;1;3;;3;1;8;1;1;3;2;3;5;1;2;1;42;Goya;42;4
11550917;1;5;3;3;3;2;3;1;1;1;3;1;2;1;3;3;3;4;4;2;3;3;3;3;5;3;3;6;4;4;4;6;4;6;6;7;4;3;6;2;6;2;2;76;5;1; ;724;1;4;2;;2;2;;1;2;99;2;3;99;99;3;3;37;Ventas;151;15
11117088;1;5;3;3;1;2;3;2;2;1;2;3;3;2;3;3;3;2;3;2;3;3;3;8;4;1;0;5;1;6;8;6;3;3;7;10;4;3;2;3;3;2;2;64;4;1; ;724;1;1;3;;2;3;;1;1;2;1;3;98;5;2;3;65;San Isidro;113;11
11016400;1;5;3;3;3;3;3;1;1;1;1;3;3;3;3;3;3;3;3;2;3;3;3;2;5;1;0;6;6;4;3;7;5;8;8;3;6;7;4;4;3;2;1;56;4;1; ;724;1;1;3;;4;1;2;1;1;3;1;4;99;6;3;3;125;San Pascual;155;15
11102307;1;5;2;2;1;3;2;1;1;1;3;1;3;1;2;3;4;1;4;1;1;1;2;1;10;10;4;10;4;10;5;10;3;8;10;2;3;5;6;5;7;1;1;34;2;1; ;724;1;2;1;;3;4;7;1;1;99;1;3;5;6;3;3;34;San Cristóbal;172;17
10986429;1;4;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;4;4;1;3;3;3;3;2;3;0;6;2;7;3;2;2;2;2;8;3;2;2;1;2;2;1;35;2;1; ;724;1;1;3;;6;1;3;1;1;3;1;3;98;99;1;3;106;Concepción;154;15
11761437;1;5;4;4;2;4;2;3;3;2;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;1;0;1;1;1;2;2;2;2;3;3;1;2;4;2;1;2;1;30;2;1; ;724;1;2;6;;3;4;9;1;1;3;2;3;98;6;2;3;92;Castilla;56;5
10539904;1;5;3;3;2;2;1;1;1;1;2;3;8;2;3;2;2;3;3;1;3;2;3;3;8;11;11;11;11;11;2;2;2;5;8;9;11;11;2;2;2;2;2;60;4;1; ;724;1;3;9;;4;4;4;1;1;1;1;5;99;6;4;3;28;Puerta del Ángel;102;10
10258993;1;5;3;3;2;3;2;2;8;3;3;3;3;2;3;3;3;4;4;2;3;3;3;3;7;3;3;7;7;2;3;6;7;9;2;6;5;3;3;2;6;1;1;67;5;1; ;724;1;1;3;;3;2;;1;1;3;1;3;7;1;3;1;16;Palacio;11;1
10978889;1;5;3;3;3;2;1;1;2;2;8;3;2;2;8;3;3;4;4;1;3;3;3;3;3;2;0;2;1;2;2;2;2;2;3;8;2;4;4;3;2;2;2;46;3;1; ;724;1;1;3;;4;4;4;1;1;4;1;3;99;99;2;3;23;Gaztambide;71;7
11530440;1;5;3;3;2;3;2;3;8;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;4;3;6;9;3;4;3;3;1;2;1;65;5;1; ;724;1;1;4;1;;2;;1;2;99;2;8;99;99;2;3;170;Abrantes;117;11
10875983;1;5;3;3;3;2;2;3;1;2;2;3;3;2;8;8;8;4;3;2;3;3;3;2;6;2;11;6;0;3;11;11;11;3;11;4;0;3;4;4;5;2;1;68;5;1; ;724;1;2;6;;2;2;;2;2;2;1;4;8;1;3;2;5;Pavones;141;14
10911735;1;5;3;3;1;3;2;2;1;1;2;3;3;2;3;3;3;4;4;2;3;3;3;3;2;1;0;3;0;1;1;7;2;3;1;10;3;5;5;4;0;2;2;35;2;1; ;724;1;1;4;;6;1;3;1;1;5;2;3;4;99;1;3;11;Alameda de Osuna;211;21
11490765;1;5;3;3;3;3;3;2;2;2;3;3;3;2;3;4;4;4;4;3;3;3;3;3;8;2;1;7;0;3;3;4;3;3;2;8;2;3;5;1;1;2;2;44;2;1; ;724;1;1;4;;4;7;;1;1;3;1;4;98;6;2;3;23;Ambroz;192;19
11279759;1;5;3;3;3;2;1;1;1;1;1;1;1;2;2;2;2;3;3;1;3;2;3;2;6;1;1;5;6;3;4;3;2;4;7;6;4;2;3;0;0;2;1;66;5;1; ;724;1;1;4;;2;4;5;1;2;3;1;4;98;9;3;3;55;Los Rosales;174;17
10652614;1;5;4;4;3;4;3;2;2;1;3;3;8;2;8;8;8;3;3;1;4;4;4;4;1;11;11;4;11;11;0;0;1;0;1;9;0;5;0;3;0;2;2;53;3;1;republica dominicana;214;1;1;3;;4;4;8;2;2;2;2;5;5;99;2;3;8;Casco Historico de Vallecas;181;18
10875911;1;5;3;3;2;2;2;1;1;2;3;2;1;2;8;2;2;3;2;2;2;2;3;2;11;11;11;3;0;3;1;3;3;3;4;4;0;11;11;11;11;2;2;68;5;1; ;724;1;2;1;;6;2;;1;1;99;2;3;5;1;3;2;5;Pavones;141;14
11464387;1;5;3;3;3;2;3;3;3;2;3;3;2;2;3;2;3;3;3;2;2;1;2;2;10;5;6;11;0;3;3;2;2;4;3;3;2;2;3;2;2;2;2;37;2;1; ;724;1;1;4;;6;1;3;1;1;5;2;3;6;1;2;3;112;Valdefuentes;166;16
11016678;1;5;3;3;2;3;3;2;8;1;2;3;3;2;3;3;2;3;3;1;3;3;3;3;7;7;0;5;2;1;0;0;3;3;6;6;4;0;8;8;1;2;1;53;3;1; ;724;1;3;1;;2;1;8;1;2;2;2;4;99;99;2;3;17;Marroquina;143;14
11207085;1;5;3;3;1;3;2;2;2;2;3;3;2;2;3;2;3;3;4;2;3;3;2;1;7;3;0;5;2;2;2;3;3;8;8;9;4;5;4;4;5;2;2;66;5;1; ;724;1;3;1;;2;2;;2;2;3;2;3;98;9;2;3;82;Vista Alegre;114;11
11322807;1;5;2;3;2;3;2;1;1;1;2;2;2;1;3;3;3;3;4;2;2;1;3;3;10;2;0;10;2;10;10;10;7;7;10;10;8;6;6;7;5;2;2;27;1;1; ;724;1;2;6;;4;4;8;1;1;1;1;4;5;6;1;3;79;Zofio;126;12
10650732;1;4;2;3;2;4;2;1;1;2;2;2;3;2;2;2;2;1;3;1;2;2;2;2;2;2;1;6;2;2;5;5;4;4;6;7;6;7;8;8;5;2;1;27;1;1;rumania;642;2;1;4;;3;4;7;2;2;2;1;3;5;6;4;3;5;Casco Historico de Vicálvaro;191;19
11823067;1;3;3;3;2;3;2;2;2;2;3;3;3;2;3;3;3;4;4;1;3;3;3;3;4;11;0;4;1;1;1;2;4;7;7;9;1;2;6;2;0;2;2;35;2;1;paraguay;600;2;2;1;;6;1;3;1;1;3;2;4;5;6;1;3;127;Almenara;64;6
11695410;1;5;3;3;3;3;3;2;1;2;3;3;3;2;3;3;4;4;4;3;3;2;3;2;3;1;0;2;2;3;3;3;4;4;4;6;4;2;3;0;0;2;2;44;2;1; ;724;1;1;4;;4;7;;1;1;99;2;3;99;99;2;3;93;Canillejas;207;20
10873500;1;5;2;4;2;2;3;2;2;1;2;1;2;1;3;2;3;4;4;1;3;3;3;3;5;5;5;7;4;4;6;6;7;5;8;7;7;7;6;7;3;1;2;80;5;1; ;724;1;1;4;;3;7;;2;2;3;2;5;3;2;2;1;11;Peñagrande;83;8
11158933;1;5;4;4;2;2;2;1;1;1;2;3;2;2;2;3;3;3;3;1;3;1;2;1;3;0;0;10;0;4;4;8;4;6;7;9;5;4;7;4;0;2;2;63;4;1; ;724;1;3;2;;2;1;8;1;2;4;1;5;4;2;3;3;45;Arcos;204;20
10702270;1;5;3;3;2;3;3;2;1;1;2;2;8;2;3;8;8;3;3;8;3;8;2;8;6;11;0;6;0;2;11;3;0;5;6;9;0;5;8;11;0;1;1;76;5;1; ;724;1;1;3;2;;2;;2;2;2;1;5;3;3;4;3;13;Casco Historico de Vallecas;181;18
11200555;1;5;4;4;3;3;3;3;3;3;3;3;3;3;3;2;3;5;4;3;4;3;3;2;6;3;6;4;7;4;4;6;6;5;5;8;6;6;5;12;12;2;2;65;5;1; ;724;1;2;6;;5;1;6;1;1;5;2;3;7;99;2;3;29;Prosperidad;52;5
11789804;1;5;4;4;2;2;3;1;2;2;3;3;2;8;3;3;3;4;3;8;3;3;3;8;2;2;3;2;2;2;3;3;3;3;6;8;3;5;3;3;1;2;2;54;3;1; ;724;1;4;6;;4;7;;1;1;99;2;3;99;99;2;3;54;Hispanoamérica;54;5
11200582;1;5;3;2;3;1;2;1;3;2;2;3;2;3;2;3;3;4;3;2;4;3;3;8;6;8;2;8;4;5;5;6;6;6;5;7;4;6;6;3;4;2;2;64;4;1; ;724;1;1;4;;4;2;;1;1;99;9;9;99;99;2;3;46;Ciudad Jardín;53;5
11493620;1;4;3;3;2;3;2;2;2;1;3;3;4;8;2;3;3;2;2;1;4;3;4;3;11;11;1;11;0;1;0;4;4;4;5;6;7;3;7;9;2;2;2;21;1;1;rumania;642;2;2;4;;4;6;;1;1;98;1;5;2;6;3;3;157;Portazgo;135;13
10641378;1;5;2;3;2;3;1;1;1;2;2;2;2;1;3;3;3;3;4;2;3;1;3;1;6;12;12;7;12;12;0;7;0;8;9;10;6;0;7;7;7;2;2;29;1;1; ;724;1;2;6;;6;5;;1;1;99;2;4;5;2;2;1;5;Orcasitas;121;12
11820676;1;5;4;2;1;3;1;1;1;1;1;3;9;1;2;3;3;5;4;1;4;9;2;1;12;0;12;12;0;0;0;0;0;4;0;6;0;12;0;0;0;2;2;71;5;1; ;724;1;2;1;;5;2;;1;1;3;2;4;99;6;4;1;76;Aravaca;97;9
11549273;1;5;3;3;3;3;3;2;2;1;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;1;2;2;3;3;4;4;4;4;6;5;5;4;4;5;2;2;31;2;1; ;724;1;1;4;;3;1;4;1;1;4;1;3;6;1;3;3;89;Pradolongo;127;12
10842687;1;5;4;4;2;4;2;1;2;1;9;4;9;1;9;4;2;3;3;3;4;4;2;2;0;0;0;12;0;0;12;0;5;0;10;10;2;0;10;7;0;2;2;76;5;1; ;724;1;4;1;2;;2;;2;2;99;2;9;8;99;3;3;20;Simancas;201;20
11270586;1;5;4;4;3;3;3;2;2;2;3;3;3;2;3;3;3;5;4;2;4;3;4;3;12;12;12;12;12;12;12;12;12;4;6;6;12;12;12;12;12;2;2;40;2;1; ;724;1;2;6;;5;1;3;1;1;5;1;3;5;9;2;3;42;La Paz;85;8
11596174;1;5;4;4;2;3;2;1;1;1;2;4;4;1;4;4;4;4;4;3;3;3;3;3;3;0;0;5;0;1;2;2;3;3;8;10;3;5;4;2;3;2;2;47;3;1; ;724;1;1;4;;4;4;4;1;1;7;2;2;4;10;3;3;32;Santa Eugenia;182;18
10686685;1;5;3;4;3;4;3;2;2;1;3;4;4;3;4;4;4;4;4;2;4;4;3;3;8;0;0;0;0;0;0;0;0;0;0;10;0;10;0;9;12;2;1;48;3;1;brasileño;76;1;1;4;;4;4;8;1;1;4;2;4;99;6;2;3;12;Simancas;201;20
10842686;1;5;3;4;2;4;4;1;1;1;4;4;9;2;4;2;4;5;5;1;4;4;4;4;12;12;12;0;12;12;12;3;12;0;0;10;0;12;12;4;12;2;2;71;5;1; ;724;1;2;1;2;;2;;2;2;2;2;9;5;1;3;3;20;Simancas;201;20
11239516;1;5;3;3;3;3;2;2;9;2;2;3;2;2;3;3;9;4;3;1;3;3;3;3;7;4;4;5;3;4;5;5;4;4;5;5;5;7;7;7;5;2;1;66;5;1; ;724;1;1;3;;6;2;;1;1;5;1;3;4;99;4;3;39;La Paz;85;8
11695425;1;5;3;2;3;2;3;8;8;2;2;3;2;2;3;3;3;4;3;2;3;2;3;1;5;2;2;6;2;4;3;5;5;4;5;7;5;6;5;3;2;2;1;40;2;1; ;724;1;1;4;;2;1;5;1;1;99;1;3;99;99;3;3;84;Canillejas;207;20
11132441;1;5;1;1;1;3;1;1;1;1;1;1;1;2;2;1;8;1;1;8;3;1;3;1;10;8;6;9;1;8;6;7;6;8;2;9;2;3;9;7;1;2;2;55;4;1; ;724;1;1;4;;4;4;2;1;1;3;1;3;98;9;1;3;34;San Fermín;123;12
10641386;1;5;4;4;4;9;1;1;1;1;4;2;4;4;9;9;1;4;4;1;1;4;4;4;10;12;0;12;0;0;0;0;0;0;0;5;5;0;4;0;0;2;2;62;4;1; ;724;1;1;4;;3;7;;1;2;99;1;4;99;9;1;9;5;Orcasitas;121;12
11456320;1;5;1;2;2;4;4;4;4;1;4;4;9;3;4;4;2;4;4;3;4;4;1;1;12;5;3;10;0;0;4;7;8;8;8;9;6;8;10;5;0;2;1;82;5;1; ;724;1;1;4;2;;2;;2;2;99;2;4;8;1;3;3;17;Casco Histórico de Barajas;213;21
11550904;1;5;2;2;2;2;1;1;8;1;3;2;8;1;2;2;3;3;3;2;3;3;3;3;3;5;2;1;5;4;9;5;6;6;6;9;5;6;5;5;5;2;1;41;2;1; ;724;1;2;1;;4;4;3;1;1;99;1;3;99;99;2;2;134;San Pascual;155;15
11074592;1;5;4;4;4;4;2;2;1;2;3;3;3;1;3;3;3;5;4;3;4;4;4;4;1;0;0;1;0;0;3;0;0;0;4;0;0;6;0;6;0;2;2;23;1;1; ;724;1;2;4;;6;5;;1;1;98;1;2;4;10;3;3;105;Palomas;161;16
11280981;1;5;1;3;2;2;1;1;1;1;1;2;1;1;2;2;2;2;3;2;2;1;2;1;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;1;1;42;2;1; ;724;1;1;4;;4;1;4;1;1;99;1;3;5;6;2;3;103;Los Rosales;174;17
11478555;1;4;3;3;2;1;2;1;1;1;3;2;4;1;4;4;2;3;2;1;3;2;2;1;8;5;5;8;7;8;5;8;10;9;6;10;8;10;10;10;0;2;2;30;2;1;paraguay;600;2;1;3;;5;4;5;1;1;4;2;3;5;7;4;3;71;Valverde;86;8
10667918;1;5;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;3;3;3;3;5;3;1;4;2;2;2;6;3;5;10;6;3;8;5;5;3;2;2;56;4;1;marruecos;504;1;2;1;;5;1;2;1;1;4;1;3;1;3;2;3;175;San Juán Bautista;156;15
11833578;1;5;4;4;1;3;1;2;1;2;4;1;1;3;1;4;3;4;4;1;4;4;4;4;4;0;2;2;6;2;0;1;1;3;9;7;1;0;3;0;2;2;2;65;5;1;gran Bretaña;826;2;2;6;;5;1;2;1;1;99;1;3;3;6;3;3;114;Universidad;15;1
11573817;1;4;3;4;3;4;3;1;1;3;3;4;4;3;3;3;4;5;5;3;4;4;2;1;0;0;0;2;0;1;0;1;0;0;1;4;0;2;5;4;0;2;2;52;3;1;cuba;192;1;1;4;;5;4;9;1;1;2;1;3;3;2;3;3;79;Apóstol Santiafo;165;16
10941609;1;5;3;3;2;3;2;2;1;2;3;3;3;2;3;2;2;4;4;1;2;1;3;2;7;3;1;7;0;0;1;7;7;7;10;10;2;5;7;5;1;2;1;71;5;1; ;724;1;1;3;;6;2;;1;1;5;1;1;98;6;3;3;7;Alameda de Osuna;211;21
11869705;1;5;4;3;3;3;4;3;3;3;4;3;2;3;3;4;4;4;4;2;4;2;4;3;5;5;4;4;4;7;4;5;5;6;7;8;6;8;5;7;3;2;2;39;2;1;colombia;170;1;1;4;1;;1;2;1;2;99;1;8;8;99;2;3;74;Jerónimos;35;3
11599673;1;5;3;2;2;3;2;2;2;1;2;2;2;2;8;2;1;3;3;1;3;3;2;1;3;0;2;9;0;2;2;5;3;7;8;10;1;6;4;4;0;2;1;55;4;1; ;724;1;1;4;;3;4;7;1;1;3;1;4;5;4;2;3;73;Apóstol Santiafo;165;16
11869716;1;5;4;3;3;3;3;4;3;3;3;3;2;2;3;4;4;4;3;3;3;3;3;2;5;3;6;3;2;3;4;3;5;5;6;6;4;5;2;1;2;2;1;40;2;1; ;724;1;1;4;;6;1;3;1;1;99;2;3;9;1;2;3;76;Jerónimos;35;3
11105335;1;5;3;3;2;3;1;1;1;1;2;3;2;1;3;3;4;3;4;1;1;1;4;2;10;8;1;10;5;10;0;10;10;10;10;5;10;0;10;10;0;1;1;45;3;1; ;724;1;3;1;;4;1;4;1;1;3;1;3;2;3;2;3;43;Almendrales;124;12
11570817;1;5;2;2;2;2;1;2;3;2;2;1;1;1;3;3;3;3;3;1;2;1;2;1;3;3;5;5;1;1;3;5;6;8;5;10;6;5;6;7;5;2;2;40;2;1; ;724;1;1;4;;5;1;3;1;1;7;1;4;5;4;2;3;119;Vallehermoso;76;7
10617965;1;3;3;4;3;3;3;4;2;2;2;3;3;3;3;3;3;4;4;2;3;2;3;2;1;9;8;2;8;2;2;4;2;4;3;2;8;1;9;2;9;2;2;33;2;1; ;724;1;1;5;;6;1;3;1;1;3;2;3;5;1;1;3;15;Comillas;111;11
10183073;1;2;3;3;2;3;2;3;2;2;3;3;3;2;2;3;3;4;4;2;3;3;3;2;3;2;0;3;0;0;2;3;2;3;3;9;0;3;2;3;2;2;2;39;2;1; ;724;1;1;4;;6;1;3;1;1;99;1;4;5;3;1;3;3;Casa de Campo;91;9
10667923;1;5;4;3;4;4;1;2;8;2;8;2;2;2;3;3;3;4;4;2;3;3;3;3;2;4;4;5;4;4;4;5;8;4;8;8;8;8;8;7;8;2;2;37;2;1; ;724;1;1;4;;6;1;3;1;1;98;1;3;98;1;1;3;141;San Juán Bautista;156;15
10689795;1;5;3;3;2;3;3;2;2;1;3;3;2;2;2;3;3;2;3;3;4;4;4;4;5;3;2;6;2;6;2;5;2;2;7;8;4;5;5;2;2;1;1;56;4;1; ;724;1;1;4;;3;2;;1;2;4;2;4;4;2;2;1;33;Entrevías;131;13
11314965;1;5;3;3;3;3;2;2;2;3;3;8;3;3;3;3;3;4;4;3;3;3;3;3;1;1;1;1;0;1;1;3;1;1;7;3;1;4;4;0;0;8;1;35;2;1; ;724;1;2;6;;4;6;;1;1;99;2;3;1;6;2;3;57;Delicias;25;2
10617964;1;1;3;2;2;2;2;1;2;1;3;3;1;1;3;3;3;4;4;2;3;2;3;2;3;3;11;5;8;6;4;4;9;5;9;5;6;0;3;5;5;2;2;28;1;1; ;724;1;1;5;;6;1;3;1;1;3;1;3;1;10;2;3;15;Comillas;111;11
11224998;1;5;4;3;2;3;3;3;2;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;7;2;2;10;2;5;3;3;3;3;1;8;1;2;2;2;4;2;2;48;3;1; ;724;1;1;5;;3;7;;1;2;4;2;4;6;1;2;3;51;Fontarrón;145;14
11815873;1;5;3;3;3;3;3;8;8;2;3;3;3;3;3;3;3;4;4;1;2;1;2;1;4;0;0;1;0;1;1;1;2;2;1;7;1;6;2;1;1;2;2;81;5;1; ;724;1;4;1;;2;7;;2;2;2;2;4;98;6;3;3;182;Las Águilas;107;10
10991093;1;5;2;3;2;3;2;2;2;2;3;2;2;2;3;3;3;4;4;2;4;4;4;3;1;0;0;10;0;2;2;1;9;9;10;9;1;1;7;10;6;1;1;17;1;1; ;724;1;2;6;;3;6;;1;1;98;2;3;5;8;1;3;22;Alameda de Osuna;211;21
10841045;1;5;4;4;3;3;2;8;3;8;3;3;3;3;3;2;3;3;4;8;3;3;3;3;6;2;2;8;0;6;6;11;5;8;5;6;8;7;8;6;5;2;1;16;1;8; ;724;1;2;6;;2;5;;2;1;3;3;2;3;8;1;3;3;Los Cármenes;101;10
11040247;1;5;3;4;3;3;3;1;1;1;1;1;3;2;2;2;1;4;4;2;4;4;4;2;3;0;0;10;0;0;0;5;0;7;3;8;0;5;5;5;0;2;2;50;3;1; ;724;1;1;4;;3;4;8;1;1;2;1;5;2;2;2;3;33;Amposta;203;20
11055208;1;5;4;3;3;2;3;3;8;3;3;3;4;2;3;4;4;4;3;2;4;3;4;3;5;4;1;3;3;5;4;6;6;8;7;10;6;6;5;8;7;2;1;46;3;1; ;724;1;1;3;;4;4;6;1;1;99;1;3;99;99;2;3;46;Casco Histórico de Vicálvaro;191;19
11016700;1;5;3;2;2;3;2;2;1;1;2;2;2;2;1;2;2;4;4;3;3;3;3;3;2;0;0;4;0;0;0;0;0;0;0;2;3;2;4;1;7;1;1;28;1;1; ;724;1;2;6;;5;6;;1;1;3;2;3;1;6;2;3;12;El Viso;51;5
10248414;1;4;3;3;2;4;2;2;2;1;3;3;3;2;3;2;4;3;5;2;3;2;3;2;4;3;1;5;1;4;5;5;5;5;3;4;6;8;11;1;2;2;2;21;1;1;ecuador;218;1;2;6;;4;6;;1;1;3;2;4;5;6;2;3;14;San Andrés;171;17
11438726;1;5;3;3;2;3;2;1;2;1;2;1;1;3;2;3;4;3;4;8;4;3;3;2;2;1;0;2;0;0;0;2;1;1;1;3;2;3;4;0;0;2;1;71;5;1; ;724;1;2;6;;2;2;;2;2;3;1;4;3;2;1;3;111;Valdefuentes;166;16
11342875;1;5;4;3;3;2;4;2;3;3;3;3;3;3;3;4;4;5;4;3;4;3;3;3;7;5;6;6;3;4;5;4;6;7;6;8;5;6;5;8;6;2;2;46;3;1; ;724;1;1;4;;4;7;;1;1;99;2;3;8;1;2;1;70;Guindalera;44;4
11869749;1;5;3;3;3;2;3;2;3;2;2;3;3;2;2;3;4;3;4;2;3;3;3;3;4;4;2;5;5;3;4;4;5;6;8;7;4;5;6;8;4;2;2;30;2;1; ;724;1;1;4;;6;7;;1;1;99;1;3;99;99;2;3;149;San Juan Bautista;156;15
11549282;1;5;3;3;3;3;3;1;1;2;3;3;3;3;3;3;3;4;4;2;3;3;3;3;3;2;2;2;2;3;3;3;4;4;4;4;3;5;4;5;4;2;2;38;2;1; ;724;1;1;4;;3;1;5;1;1;4;2;3;3;3;2;3;90;Pradolongo;127;12
11516701;1;5;3;3;2;3;2;2;1;2;3;3;2;1;3;3;3;4;4;3;3;2;2;2;5;3;2;7;3;5;5;5;3;6;6;5;3;6;2;3;1;2;1;80;5;1; ;724;1;1;3;;2;2;;2;2;99;2;3;99;6;3;8;30;Ventas;151;15
11550913;1;5;2;3;3;2;1;2;2;2;3;3;2;1;3;3;3;3;3;1;3;3;3;3;4;4;2;6;3;8;3;4;5;4;5;8;3;5;2;6;3;2;2;50;3;1; ;724;1;1;3;;4;1;4;1;1;99;2;3;10;99;2;3;37;Ventas;151;15
11550915;1;5;3;2;3;3;2;1;3;2;3;3;2;3;3;3;3;4;4;2;2;2;3;3;5;7;4;3;3;9;9;3;5;6;5;4;4;5;4;6;5;2;2;64;4;1; ;724;1;1;3;2;;7;;2;2;99;2;3;99;5;3;1;37;Ventas;151;15
11761682;1;5;3;3;2;3;2;2;1;1;2;2;2;2;3;3;3;5;4;3;4;4;4;3;1;0;0;1;0;1;1;1;1;1;1;6;0;3;2;1;0;2;1;35;2;1; ;724;1;2;6;;6;1;4;1;1;9;3;2;98;3;2;3;54;Hispanoamérica;54;5
10614609;1;5;3;3;2;2;2;2;1;1;2;2;2;3;3;1;2;4;3;1;3;3;3;3;11;11;11;11;11;0;0;7;7;1;5;10;0;9;2;1;0;2;2;35;2;1;polonia;616;2;1;4;;5;1;5;1;1;4;1;3;5;6;2;3;18;Casco Historico de Vallecas;181;18
11102303;1;5;1;4;3;3;3;2;2;1;3;4;8;2;3;3;3;3;4;3;3;1;3;2;8;7;3;9;2;7;5;7;10;10;9;8;6;2;1;3;2;2;2;80;5;1; ;724;1;1;3;;2;7;;2;2;2;2;3;4;2;4;3;34;San Cristóbal;172;17
11695483;1;5;3;3;3;2;3;1;1;3;2;3;3;8;3;4;4;4;4;3;3;3;3;2;4;3;1;5;4;6;5;4;4;4;7;8;4;6;5;3;1;2;1;53;3;1; ;724;1;2;1;;5;4;3;1;1;99;2;3;99;99;2;2;38;Ciudad Universitaria;93;9
11153991;1;5;4;4;4;4;4;1;1;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;10;7;3;0;12;0;0;6;0;0;6;10;3;3;2;12;0;2;2;35;2;1; ;724;1;2;6;1;;3;;2;2;99;1;5;99;6;2;3;57;Lucero;103;10
10946096;1;5;3;3;3;3;2;1;1;1;2;3;3;8;3;3;3;3;3;8;2;2;3;2;11;1;0;1;1;2;2;2;1;1;2;7;2;2;2;2;2;2;2;89;5;1;francia;250;1;4;6;;2;3;;2;2;99;1;3;99;99;4;3;23;Gaztambide;71;7
11869718;1;2;3;3;3;2;2;3;4;3;3;3;3;2;3;4;3;5;3;3;3;3;3;1;5;3;3;4;5;4;5;3;6;5;5;7;5;5;5;2;2;2;2;30;2;1; ;724;1;2;6;;2;1;5;1;1;99;1;3;99;6;3;3;76;Jerónimos;35;3
10641380;1;5;4;4;1;4;2;1;1;1;4;4;2;4;2;2;1;3;9;9;2;1;1;1;10;10;0;8;0;8;0;8;1;9;10;10;12;9;9;10;0;2;2;74;5;1; ;724;1;1;3;;3;7;;2;2;2;1;5;99;9;3;1;5;Orcasitas;121;12
10667916;1;5;1;2;2;2;2;1;1;1;2;2;3;1;3;2;2;2;2;1;1;3;1;4;10;8;1;6;2;5;5;9;8;8;6;7;3;4;5;5;5;1;2;54;3;1; ;724;1;4;6;;4;4;5;1;1;98;1;4;98;4;4;3;175;San Juán Bautista;156;15
11695496;1;3;3;3;2;2;2;1;1;2;2;2;2;1;3;3;4;5;3;3;3;3;3;3;3;2;2;6;6;4;6;6;5;6;7;9;4;5;6;1;1;2;2;33;2;1;nicaragua;558;2;1;3;;4;1;8;1;1;99;2;3;99;6;2;3;34;Ciudad Universitaria;93;9
11516881;1;5;2;3;2;2;3;3;2;2;3;2;2;3;2;2;3;4;3;2;3;8;3;8;5;4;5;3;11;6;4;5;4;4;6;7;4;4;5;3;7;2;1;92;5;1; ;724;1;4;2;2;;2;;2;2;99;2;3;99;99;4;8;47;Pueblo Nuevo;152;15
11411346;1;5;3;3;3;3;3;2;2;3;3;3;2;2;3;3;3;4;4;3;3;3;3;3;2;3;1;2;1;2;2;3;4;4;4;8;4;6;5;6;5;2;2;63;4;1; ;724;1;1;3;;2;2;;1;1;3;1;3;4;2;3;3;74;Vinateros;146;14
10943985;1;5;3;3;3;2;2;2;1;1;2;2;2;2;2;2;2;4;4;2;3;3;3;3;2;0;0;2;0;2;3;2;4;4;3;5;4;4;3;4;3;2;2;67;5;1; ;724;1;1;3;;2;2;;1;1;3;2;3;6;1;2;3;36;Chopera;23;2
11316692;1;5;3;3;3;3;3;2;2;2;2;3;2;3;2;2;2;4;4;3;3;3;3;3;4;3;1;4;1;3;3;4;4;4;5;5;4;4;5;5;5;2;1;45;3;1; ;724;1;3;6;;4;4;5;1;1;3;1;4;7;1;3;3;51;Trafalgar;73;7
11869746;1;5;3;3;3;2;2;1;1;2;2;2;3;1;3;3;2;4;4;1;3;3;3;3;5;3;3;6;6;6;4;6;8;5;7;9;6;4;4;2;5;2;1;59;4;1; ;724;1;2;1;;2;4;5;2;2;99;1;3;99;99;2;3;149;San Juan Bautista;156;15
11158915;1;5;2;3;2;3;2;1;2;2;2;2;2;2;3;3;2;2;4;2;2;2;3;2;7;6;0;9;0;6;6;8;10;10;9;6;7;7;7;6;11;2;2;18;1;1; ;724;1;2;4;;2;6;;1;1;98;1;5;8;8;3;3;35;Amposta;203;20
11018298;1;5;3;2;3;2;2;2;2;1;1;2;2;2;3;3;2;2;4;3;3;2;3;2;5;3;1;5;6;3;5;4;6;6;5;4;6;6;5;6;6;2;1;66;5;1; ;724;1;1;4;2;;2;;2;2;3;2;3;6;1;3;3;18;Bellas Vistas;61;6
