NUNCUESTI;P0;P1;P2A;P2B;P3A;P3B;P3C;P3D;P3E;P3F;P3G;P3H;P3I;P3J;P3K;P3L;P3M;P4A;P4B;P5;P141;P142;P151;P152;P161;P162;P163;P164;P165;P166;P167;P168;P169;P1610;P1611;P1612;P1613;P1614;P1615;P1616;P1617;P17;P29;P301;P302;P31;P32LIT;P32;P33;P34;P35;P361;P362;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;SECCION;BARRIO;CODBARRIO;DISTRITO
11576011;1;5;3;3;3;3;3;1;1;1;1;3;3;2;3;3;3;3;4;1;3;2;3;2;4;1;1;4;0;2;3;2;2;2;3;7;2;9;3;2;2;2;1;38;2;1; ;724;1;2;1;;2;4;8;2;2;1;1;5;5;6;3;2;97;Pinar del Rey;164;16
11484573;1;3;2;3;3;3;2;2;2;2;2;2;1;1;4;3;3;2;4;1;4;2;4;2;4;4;0;7;7;6;7;7;6;10;8;7;5;5;5;6;5;2;2;40;2;1; ;724;1;1;4;;5;4;5;2;2;3;1;4;5;99;2;3;18;Casco Histórico de Barajas;213;21
11071674;1;5;4;4;2;2;2;2;1;1;4;4;2;2;4;4;4;3;4;1;4;4;2;2;3;0;0;6;0;4;3;8;5;7;10;10;0;10;10;10;0;2;2;30;2;1;ecuatoriana;218;1;1;4;;4;7;;1;1;2;1;3;99;6;3;3;116;Aluche;104;10
11438728;1;5;3;3;2;2;1;1;1;1;2;3;2;1;3;3;4;4;4;2;3;2;3;2;2;0;0;2;0;0;0;0;0;0;2;6;3;4;3;1;1;2;1;54;3;1; ;724;1;4;2;;4;1;3;1;1;4;1;3;4;9;3;3;111;Valdefuentes;166;16
11311608;1;5;1;2;2;1;1;1;1;2;2;1;2;1;2;1;3;3;3;3;4;2;4;3;5;1;1;7;9;5;2;1;2;5;2;1;1;1;4;1;0;2;2;53;3;1; ;724;1;4;6;;2;1;9;1;1;3;1;4;3;10;2;3;36;San Cristóbal;172;17
11071667;1;5;4;4;4;3;3;1;1;1;4;3;3;1;3;3;3;5;4;2;3;3;3;3;4;0;0;0;0;0;0;0;5;2;10;10;0;0;4;0;0;1;2;36;2;1; ;724;1;1;4;;3;1;5;1;1;5;1;4;1;5;2;3;124;Aluche;104;10
11515333;1;5;3;3;8;3;2;1;1;1;3;3;2;1;3;3;4;4;4;1;4;3;4;3;6;1;0;4;0;2;1;1;2;1;3;8;0;5;4;4;1;2;2;56;4;1; ;724;1;1;3;;3;7;;1;1;3;2;3;5;9;1;3;14;Ambroz;192;19
11239524;1;5;3;3;3;2;4;1;1;1;2;4;4;1;3;4;4;5;4;2;4;4;4;2;3;0;0;0;0;1;0;0;1;0;2;8;2;0;1;1;0;2;2;37;2;1; ;724;1;1;4;;6;1;4;1;1;6;3;2;3;2;1;3;39;La Paz;85;8
11490767;1;5;3;3;3;3;2;2;1;2;1;2;1;1;3;3;3;3;3;3;4;4;4;4;11;0;0;0;5;0;0;0;5;3;7;7;3;5;5;5;1;2;1;40;2;1; ;724;1;1;4;;4;1;4;1;1;3;2;3;3;2;1;3;23;Ambroz;192;19
11731480;1;5;4;4;4;4;2;2;3;1;4;4;4;1;4;1;4;5;3;3;4;4;4;4;6;1;2;0;0;1;0;1;1;0;1;4;1;2;1;4;1;1;1;47;3;1; ;724;1;1;4;;6;1;2;1;1;5;1;3;5;1;3;3;74;Aravaca;97;9
11536168;1;5;3;3;3;4;2;1;1;1;4;4;4;3;4;3;3;5;5;3;4;4;3;2;0;2;0;4;0;4;0;7;8;6;8;10;0;2;0;0;0;1;1;40;2;1;ecuador;218;1;3;6;;4;4;2;1;1;2;1;3;5;2;2;3;90;Almagro;74;7
11101257;1;5;3;3;3;3;1;1;1;2;2;3;9;1;2;3;2;4;3;1;4;4;4;4;3;3;0;3;3;0;3;3;2;2;5;5;2;4;2;2;6;2;1;40;2;1; ;724;1;1;4;;6;1;2;1;1;4;2;3;4;3;2;3;76;Lucero;103;10
11466614;1;5;3;2;2;3;1;1;2;1;2;3;2;1;2;2;3;3;3;2;2;2;3;3;7;5;0;5;0;6;0;7;0;3;0;3;8;1;1;5;0;2;1;47;3;1; ;724;1;3;1;;6;1;2;1;1;98;3;4;4;99;3;3;145;Portazgo;135;13
10653127;1;5;2;3;1;1;1;4;2;1;1;2;2;1;3;4;4;1;3;1;2;1;3;3;8;7;0;10;0;7;0;8;8;10;10;7;3;10;10;10;0;2;1;37;2;1; ;724;1;1;4;;6;1;2;1;1;7;3;3;3;4;3;3;215;Los Cármenes;101;10
11411478;1;5;3;1;2;2;1;2;8;1;2;1;2;1;2;3;3;4;2;1;3;3;3;3;5;11;1;2;2;2;1;4;2;2;3;9;2;5;5;4;11;2;2;53;3;1; ;724;1;1;4;;6;1;3;1;1;6;1;5;4;99;2;3;104;Legazpi;24;2
11016693;1;5;3;2;2;2;2;1;2;1;1;2;1;1;2;2;2;3;3;1;2;1;2;1;5;11;11;4;0;2;3;5;5;5;4;5;4;6;6;6;11;2;2;35;2;1; ;724;1;2;6;;6;1;3;1;1;4;1;9;5;5;3;3;17;Marroquina;143;14
10874642;1;5;4;4;2;2;3;1;2;1;1;2;1;1;2;2;3;3;3;1;4;3;4;3;0;4;0;8;0;4;7;7;2;0;6;5;0;7;6;8;0;2;2;26;1;1; ;724;1;2;6;;5;4;5;1;1;3;1;4;7;2;2;2;26;Hellín;202;20
11515335;1;2;2;2;3;3;3;1;1;2;2;2;2;1;3;2;3;3;3;2;4;3;4;3;8;5;0;10;10;2;0;7;1;1;1;4;2;8;9;3;10;2;2;33;2;1; ;724;1;1;3;;5;4;5;1;1;3;1;3;3;3;1;3;15;Ambroz;192;19
11259886;1;2;2;3;2;3;3;1;1;1;2;2;2;2;2;3;3;2;3;2;3;3;3;3;6;3;0;2;2;4;3;4;6;6;5;10;5;5;5;5;11;2;1;63;4;1; ;724;1;1;3;;1;3;;1;2;2;1;3;1;3;1;3;66;Moscardó;125;12
11280983;1;5;2;2;1;4;2;2;1;1;8;3;2;2;2;2;2;2;3;2;3;2;3;2;7;0;0;2;1;2;0;0;2;0;1;6;5;7;5;6;2;2;2;55;4;1; ;724;1;1;4;;3;7;;1;1;4;1;3;3;9;3;3;103;Los Rosales;174;17
11810223;1;4;2;2;2;4;1;3;8;2;3;3;3;2;3;3;4;4;3;1;4;2;2;1;3;0;0;0;0;0;0;0;7;0;7;7;0;0;1;1;0;2;2;41;2;2; ;724;1;1;4;;6;7;;1;1;99;1;2;5;6;2;3;83;Nueva españa;55;5
11573823;1;5;3;3;1;2;2;2;8;1;3;3;2;8;2;2;3;2;1;1;3;3;3;3;8;5;2;10;3;6;10;10;10;5;10;9;4;10;10;10;5;2;1;53;3;1; ;724;1;3;2;;4;1;3;2;2;99;1;4;5;9;2;3;82;Apóstol Santiafo;165;16
11102304;1;5;1;3;2;4;2;1;2;1;2;3;2;1;3;3;3;1;3;2;1;1;2;1;10;10;8;10;10;10;10;10;10;10;10;10;8;10;10;8;0;2;1;34;2;1; ;724;1;2;6;;6;4;5;2;2;2;1;1;2;2;2;3;34;San Cristóbal;172;17
11399607;1;5;2;4;1;2;1;2;1;1;1;2;2;2;2;2;2;3;4;3;2;1;4;9;8;8;12;12;12;6;12;12;6;6;0;8;0;0;8;8;12;2;2;64;4;1; ;724;1;3;1;2;;2;;2;2;2;1;5;99;6;3;1;19;Casco Histórico de Barajas;213;21
11493614;1;5;4;4;2;3;1;1;1;1;2;3;8;1;3;8;8;4;3;1;2;2;2;2;1;1;0;4;0;0;0;0;0;0;3;10;10;9;9;9;0;2;2;77;5;1; ;724;1;3;2;2;;2;;2;2;2;1;5;5;10;3;1;157;Portazgo;135;13
11491021;1;4;4;4;3;2;2;1;1;3;3;3;1;1;3;3;4;4;3;1;4;4;4;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;22;1;1; ;724;1;2;1;;4;4;5;1;1;2;1;3;3;99;2;3;26;Ambroz;192;19
10265682;1;5;3;4;3;4;2;1;1;2;3;3;4;1;2;2;2;3;3;2;2;2;3;2;3;5;1;9;2;7;4;7;7;6;7;10;2;5;6;6;5;2;2;43;2;1;marruecos;504;2;1;4;;5;7;;1;1;3;1;2;5;6;1;2;24;San Andrés;171;17
10875988;1;5;2;3;2;3;1;2;2;1;3;1;2;1;3;3;3;3;4;3;2;2;3;2;10;3;0;5;3;10;3;10;10;10;10;10;11;10;5;3;3;2;1;46;3;1; ;724;1;1;4;;6;1;1;1;1;8;1;3;6;1;1;1;88;Pavones;141;14
11515339;1;5;3;3;2;3;2;2;1;2;3;3;3;1;2;3;4;4;4;2;4;3;4;3;2;0;1;5;1;2;1;2;6;5;3;7;1;5;4;3;1;2;1;30;2;1; ;724;1;2;6;;4;1;3;1;1;98;2;3;5;1;1;3;14;Ambroz;192;19
11442167;1;5;3;3;2;2;2;1;1;1;2;3;3;1;4;4;4;4;4;2;3;3;3;3;3;1;0;4;0;1;2;2;1;2;2;5;2;2;3;2;5;2;1;22;1;1; ;724;1;2;6;;4;5;;1;1;1;1;3;98;6;1;3;53;Fuente del Berro;43;4
10641331;1;5;2;4;3;4;3;1;1;1;2;3;4;1;4;2;3;2;4;3;1;2;4;4;10;8;0;9;0;8;6;10;10;10;8;9;10;8;7;10;0;2;2;55;4;1; ;724;1;1;4;;3;1;7;1;1;99;1;4;1;1;2;3;32;San Fermín;123;12
11310168;1;5;3;3;3;4;1;1;1;1;2;2;2;1;3;3;3;4;3;1;3;3;3;4;8;6;0;8;0;8;2;5;5;8;8;8;6;6;7;6;0;2;1;28;1;1; ;724;1;1;3;;5;4;3;1;1;3;1;4;8;6;2;1;73;Pilar;84;8
11573821;1;5;3;3;2;3;3;2;2;2;3;2;3;2;3;3;3;4;4;1;4;4;2;2;1;1;3;5;0;0;0;2;1;0;1;8;1;3;5;4;1;2;2;57;4;1; ;724;1;1;4;;2;4;4;1;2;4;1;3;3;3;3;3;82;Apóstol Santiafo;165;16
10614937;1;5;3;2;2;3;2;1;1;1;4;4;4;3;3;4;4;3;3;8;3;3;3;3;0;0;0;7;1;1;5;6;6;6;1;8;5;0;1;0;0;2;2;48;3;1;ecuuaador;218;1;3;2;;6;1;9;1;1;99;1;3;5;5;2;3;116;Berruguete;66;6
10875905;1;4;4;4;3;3;3;1;3;1;3;3;2;2;2;2;2;4;4;1;3;3;3;3;0;0;0;3;0;2;5;3;5;5;5;7;7;7;4;4;1;2;2;55;4;1; ;724;1;3;2;;4;1;4;1;1;2;1;4;3;6;2;1;31;Media Legua;144;14
11295647;1;5;3;3;2;2;2;2;2;2;2;1;2;2;2;3;3;3;3;2;2;1;3;2;7;6;0;8;1;7;6;6;5;3;6;5;9;4;4;6;6;2;1;40;2;1; ;724;1;3;6;;4;4;8;1;2;1;1;3;5;9;2;3;64;Moscardó;125;12
11592378;1;5;3;3;2;1;2;3;1;1;2;3;2;1;2;3;3;4;3;2;3;3;3;2;2;3;0;10;2;2;2;3;5;2;3;5;2;2;5;3;7;2;2;30;2;1; ;724;1;2;6;;5;1;3;1;1;6;2;3;5;99;3;3;30;Timón;214;21
11823068;1;3;2;3;2;2;2;2;2;1;2;2;3;2;3;3;3;3;3;2;3;2;3;2;10;3;0;10;8;7;7;7;8;10;9;9;2;3;7;6;6;2;2;32;2;1; ;724;1;1;3;;6;1;3;1;1;3;1;4;5;99;2;3;127;Almenara;64;6
11592361;1;5;3;3;2;2;2;1;1;1;3;2;3;1;1;3;3;4;3;2;3;3;3;2;5;2;0;6;2;2;2;2;3;6;4;10;4;4;7;7;0;2;1;55;4;1; ;724;1;1;4;;4;1;8;1;1;2;2;3;5;99;4;3;23;Timón;214;21
11592367;1;5;3;2;2;2;2;1;1;1;3;2;3;2;3;4;3;4;3;2;3;3;3;3;2;2;0;8;1;2;3;3;3;3;6;7;3;3;3;3;6;2;2;21;1;1; ;724;1;2;6;;5;6;;1;1;2;1;4;5;99;1;3;23;Timón;214;21
11491251;1;5;2;3;2;1;3;1;8;2;2;3;8;8;3;3;1;4;3;2;4;3;3;3;5;0;0;0;0;0;0;0;0;0;10;10;5;10;5;5;0;1;1;80;5;1; ;724;1;1;3;;3;2;;1;1;98;2;3;5;1;3;3;110;Valverde;86;8
11570819;1;5;3;3;2;3;1;3;3;1;1;3;3;1;3;3;4;4;4;1;3;2;3;2;7;0;0;6;0;0;0;4;0;0;6;10;2;4;3;3;0;2;1;36;2;1; ;724;1;1;3;;5;1;8;1;1;4;1;3;5;99;2;3;119;Vallehermoso;76;7
11222774;1;5;3;3;2;3;3;2;2;2;8;2;8;2;2;3;8;4;4;1;3;3;2;1;11;2;0;0;0;0;0;0;0;0;0;7;0;0;0;5;0;2;2;62;4;1; ;724;1;1;4;;4;2;;1;1;5;2;3;6;1;1;3;68;Rejas;206;20
11675077;1;5;3;3;2;1;1;1;1;1;1;2;2;1;2;2;2;3;2;1;3;2;3;3;5;6;6;2;2;2;2;8;2;2;2;10;2;8;7;8;2;2;2;41;2;1; ;724;1;1;4;;6;1;7;1;1;98;1;2;3;10;2;3;168;Mirasierra;87;8
10614931;1;5;3;3;1;3;1;1;1;1;3;1;3;1;3;3;3;3;2;8;3;1;4;1;8;0;0;0;0;3;0;0;0;0;0;10;0;10;0;0;7;2;1;70;5;1; ;724;1;1;3;;2;2;;2;2;2;1;3;3;2;2;1;5;Casco Historico de Vicálvaro;191;19
11586634;1;5;2;2;1;1;1;1;8;1;2;3;3;1;2;3;2;3;2;1;4;3;4;3;10;7;0;0;8;8;0;2;5;10;0;5;5;3;10;5;10;2;1;29;1;1; ;724;1;2;6;;6;1;9;1;1;7;1;3;1;99;2;3;120;Universidad;15;1
11317397;1;4;3;8;2;4;8;1;1;1;1;1;1;1;8;1;1;2;1;1;1;1;3;3;5;5;0;10;0;2;8;9;10;7;8;10;10;8;0;5;10;1;1;52;3;1;italiano;380;2;1;4;;4;1;8;1;1;4;1;5;3;2;2;3;49;Arcos;204;20
11016682;1;5;3;3;1;2;1;8;8;1;2;2;1;1;1;3;2;3;3;1;3;3;3;3;3;2;2;7;0;0;2;2;2;3;2;8;0;1;2;3;4;2;2;41;2;1; ;724;1;2;3;;6;1;3;1;1;7;1;2;1;3;2;3;19;Prosperidad;52;5
10865573;1;5;2;3;3;3;3;3;1;2;1;2;1;1;3;3;3;3;3;2;2;2;2;2;8;1;2;3;2;3;3;3;3;4;3;6;6;5;7;9;11;2;2;44;2;1; ;724;1;2;6;;4;4;4;1;1;2;1;3;5;9;3;3;5;Comillas;111;11
10563373;1;5;4;3;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;4;4;3;3;6;4;6;10;0;5;6;6;7;10;10;10;3;7;8;8;10;2;1;22;1;1; ;724;1;1;3;;5;1;7;2;2;3;1;5;2;6;4;3;6;Casco Historico de Vallecas;181;18
11573827;1;5;1;1;1;2;2;1;1;1;1;1;1;1;3;3;4;3;3;2;4;4;2;1;3;0;0;8;0;0;3;3;3;3;8;7;0;4;6;3;0;2;1;39;2;1; ;724;1;1;4;;4;1;7;1;1;4;1;3;5;6;1;3;97;Pinar del Rey;164;16
11407739;1;5;1;2;1;1;1;1;8;2;3;2;8;2;2;3;3;2;3;2;2;2;3;2;3;11;11;6;11;7;6;8;8;9;8;9;8;9;9;9;0;2;2;52;3;1; ;724;1;2;3;;6;1;2;1;1;7;2;3;3;2;2;3;192;Numancia;136;13
10841044;1;5;1;2;1;2;1;1;8;1;1;3;2;1;3;3;3;1;4;2;2;1;2;1;7;4;0;7;0;8;7;8;9;10;8;7;7;8;8;7;7;2;2;50;3;1; ;724;1;1;4;;4;4;4;1;1;3;1;4;99;99;3;2;3;Los Cármenes;101;10
11346487;1;5;3;1;1;3;2;1;8;1;1;2;8;8;3;8;3;3;2;1;4;4;3;2;4;5;0;0;0;7;4;0;0;0;6;10;6;7;7;8;10;2;1;44;2;1; ;724;1;2;1;;3;4;7;1;1;1;1;5;3;2;1;1;119;Palomeras Sureste;134;13
11045082;1;3;3;3;3;3;2;3;8;2;2;2;2;2;3;3;3;5;3;1;4;4;3;3;8;2;1;9;4;1;8;1;1;1;1;3;7;3;4;1;2;2;2;35;2;2; ;724;1;2;6;;6;8;;1;1;6;1;3;4;4;2;1;42;Goya;42;4
11179559;1;5;4;4;2;3;3;1;2;1;3;3;8;1;2;8;8;3;3;1;4;4;4;4;6;0;0;8;0;0;0;8;8;0;5;10;5;5;6;8;0;2;2;75;5;1; ;724;1;1;4;;2;7;;2;2;2;1;4;3;3;3;3;45;Arcos;204;20
11710381;1;5;3;3;2;3;3;1;1;1;3;3;3;8;3;3;3;4;3;2;3;3;3;8;3;3;0;11;2;4;2;2;5;4;4;9;3;6;6;5;3;1;2;45;3;1; ;724;1;1;4;;3;7;;1;1;5;3;3;99;99;2;3;151;Buenavista;116;11
11493613;1;5;4;4;2;3;2;1;8;1;4;3;3;2;2;8;8;4;4;1;3;2;3;2;6;6;0;7;0;7;7;7;7;3;7;10;7;7;7;10;10;2;1;46;3;1; ;724;1;1;4;;2;4;8;2;2;1;1;5;5;3;2;3;157;Portazgo;135;13
11466605;1;5;3;3;2;1;2;1;8;2;3;2;1;2;3;2;3;3;4;1;3;2;3;2;11;11;11;5;2;8;6;6;4;2;6;3;3;0;7;7;3;2;1;37;2;1; ;724;1;2;1;;5;1;7;1;1;3;2;3;4;3;3;3;145;Portazgo;135;13
11134227;1;5;3;3;2;3;2;1;1;1;1;2;2;1;2;2;2;3;3;1;3;3;3;3;11;11;11;3;0;0;0;0;0;0;0;7;0;0;0;6;0;2;2;53;3;1; ;724;1;3;6;;4;4;4;1;2;1;1;5;2;10;3;3;59;Piovera;162;16
11761440;1;5;4;4;2;4;2;8;8;2;2;2;2;1;3;3;3;4;4;2;4;4;4;4;1;1;1;1;1;1;2;2;2;2;1;6;1;1;1;1;1;2;1;35;2;1; ;724;1;1;4;;5;1;4;1;1;2;2;4;98;99;2;3;92;Castilla;56;5
11130142;1;5;4;4;2;3;1;1;1;1;3;3;2;1;1;1;1;4;2;2;4;4;4;4;3;0;0;1;0;0;0;0;0;4;2;9;0;6;0;1;0;2;1;42;2;1; ;724;1;1;4;;6;1;4;1;1;5;2;3;3;99;2;3;110;Butarque;173;17
10581550;1;5;4;3;2;3;2;2;2;1;3;2;2;2;3;3;2;4;3;1;4;3;2;2;3;0;0;3;0;0;0;4;3;1;1;5;1;6;1;1;0;2;2;29;1;1; ;724;1;2;6;;3;1;5;1;1;6;9;4;98;4;1;3;13;Casco Historico de Vallecas;181;18
11592376;1;5;3;3;2;2;2;2;2;1;3;3;1;1;2;3;3;4;3;2;3;3;3;3;6;2;0;6;1;1;1;2;4;2;3;7;2;2;1;2;3;2;2;52;3;1; ;724;1;2;6;;3;8;;1;1;3;1;4;5;6;3;3;30;Timón;214;21
10874894;1;5;4;3;2;3;1;3;2;1;2;3;2;8;3;8;3;4;4;8;3;8;3;8;7;11;0;8;0;1;7;7;1;1;6;5;3;7;5;3;11;2;2;62;4;1; ;724;1;1;6;2;;1;8;1;1;3;2;5;5;6;1;3;4;Gaztambide;71;7
11898707;1;4;3;2;2;3;1;1;2;2;2;2;2;2;2;3;3;4;3;8;3;3;3;3;5;5;2;5;2;5;2;5;2;3;7;8;5;2;5;5;6;1;2;36;2;1; ;724;1;1;3;;6;1;3;1;1;99;1;3;99;99;2;3;69;Castillejos;63;6
11317393;1;5;3;3;3;3;2;1;8;1;3;3;2;2;2;2;2;3;3;1;3;2;2;2;1;0;0;4;0;3;0;3;2;0;7;6;0;3;4;11;11;2;1;34;2;1; ;724;1;2;4;;3;4;8;2;1;98;1;5;6;9;2;1;49;Arcos;204;20
11223519;1;5;4;4;3;4;2;2;2;1;3;2;2;2;3;3;3;4;4;2;4;2;4;2;8;5;4;8;7;9;2;9;7;3;8;9;8;9;3;3;6;1;2;25;1;1; ;724;1;1;3;;6;1;3;1;1;4;1;5;4;2;2;3;34;Embajadores;12;1
10978895;1;5;2;2;2;3;2;2;8;2;2;2;2;1;2;3;3;3;3;8;3;3;3;8;1;11;0;2;2;2;2;1;1;3;8;9;5;9;11;0;11;2;2;43;2;1; ;724;1;2;6;;6;1;3;1;1;3;1;3;4;6;2;3;29;Arapiles;72;7
11436638;1;5;3;3;3;4;2;1;2;1;3;4;4;1;3;2;3;4;4;3;3;3;3;3;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5;0;2;2;34;2;1;republica dominicana;214;2;1;4;;2;4;8;1;1;1;1;5;5;6;2;3;174;Numancia;136;13
11536171;1;5;3;3;2;3;1;2;1;1;2;2;2;2;2;3;2;3;3;3;3;2;3;2;8;3;0;7;0;5;0;8;3;9;3;8;0;7;5;7;0;2;2;76;5;1; ;724;1;1;3;;2;7;;2;2;99;1;5;99;99;5;3;90;Almagro;74;7
10641333;1;5;4;4;3;4;3;8;8;1;4;4;4;4;8;4;4;3;5;8;4;4;4;4;10;7;0;9;0;8;0;7;8;0;0;10;9;10;10;10;0;2;1;78;5;1; ;724;1;1;3;;1;2;;2;2;2;1;4;99;99;1;3;32;San Fermín;123;12
11567047;1;5;2;2;2;2;2;2;9;2;2;2;2;2;2;2;2;3;9;1;2;1;2;1;8;12;12;8;12;8;6;8;8;10;10;10;4;10;10;8;0;2;2;56;4;1; ;724;1;1;4;;3;1;5;1;1;4;1;5;2;3;3;3;34;Santa Eugenia;182;18
11638976;1;5;2;2;1;2;2;1;2;1;1;2;9;1;1;9;9;3;3;9;2;1;3;9;8;5;12;12;0;1;0;5;0;6;9;0;0;0;0;0;0;2;1;50;3;1; ;724;1;1;4;;3;1;4;1;1;99;1;5;99;1;3;3;39;Santa Eugenia;182;18
11887008;1;5;1;4;3;4;4;1;1;1;1;2;4;1;4;4;4;1;4;1;1;1;4;4;10;10;12;10;10;10;10;10;10;10;10;10;0;0;0;0;12;2;2;59;4;1; ;724;1;2;1;;4;1;8;2;1;2;1;5;8;1;1;1;48;Embajadores;12;1
10874638;1;5;4;4;2;4;4;4;9;3;4;4;4;4;4;4;4;4;9;9;4;4;4;4;2;0;0;0;0;0;0;0;0;0;5;10;0;0;10;10;0;2;2;80;5;1; ;724;1;1;3;2;;7;;2;2;2;1;5;1;9;2;3;26;Hellín;202;20
11567050;1;5;4;4;2;4;4;2;1;1;2;4;4;1;4;4;4;4;4;1;2;1;1;1;5;5;0;10;0;5;0;5;5;0;10;10;5;0;0;0;0;2;2;80;5;1; ;724;1;1;3;;4;2;;2;2;3;2;4;99;1;3;3;34;Santa Eugenia;182;18
11456322;1;5;1;4;1;9;1;1;1;1;2;1;9;1;2;3;3;2;9;1;2;2;2;1;6;0;0;0;0;10;0;2;0;10;10;10;2;2;5;6;0;2;2;53;3;1; ;724;1;1;3;;3;2;;1;1;99;1;4;99;9;5;1;17;Casco Histórico de Barajas;213;21
11456324;1;5;3;2;2;9;1;3;9;1;4;2;1;1;1;1;1;4;1;9;2;2;9;9;12;12;12;12;0;0;0;5;12;10;0;10;5;5;5;5;5;2;1;50;3;1; ;724;1;1;4;;3;1;2;1;1;99;1;4;99;99;2;2;17;Casco Histórico de Barajas;213;21
11200581;1;5;3;3;3;3;2;8;9;2;3;3;3;2;3;3;3;4;4;3;3;3;3;3;3;2;4;6;4;4;4;4;5;6;7;8;5;6;4;12;12;2;2;36;2;1; ;724;1;2;1;;4;1;4;1;1;99;2;3;6;5;2;3;46;Ciudad Jardín;53;5
11833579;1;5;3;2;1;1;1;1;1;1;1;1;1;1;1;2;2;3;1;1;3;3;2;2;3;1;0;1;3;2;2;2;2;9;3;7;2;9;4;3;4;2;2;36;2;1; ;724;1;1;3;;6;1;3;1;1;99;1;3;3;99;1;3;114;Universidad;15;1
11270591;1;5;2;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;2;2;3;2;3;2;5;4;0;0;0;1;1;1;2;3;7;10;3;4;5;3;7;2;1;24;1;1; ;724;1;2;6;;6;1;2;1;1;8;1;3;2;2;2;3;42;La Paz;85;8
10201121;1;5;4;4;1;4;2;1;1;1;1;1;1;1;1;3;3;4;4;1;4;4;4;4;7;1;1;5;5;2;4;3;2;3;1;7;3;2;2;7;2;2;2;36;2;1; ;724;1;2;2;;6;1;3;1;1;6;1;4;5;4;1;3;3;Casa de Campo;91;9
10540789;1;5;2;3;3;3;2;1;1;1;3;3;1;3;1;2;2;2;4;1;3;2;3;2;5;4;0;10;0;3;3;5;10;9;8;10;10;5;5;6;3;1;2;33;2;1;bolivia;68;1;1;2;;4;4;5;1;1;2;1;5;2;7;1;1;6;Casco Historico de Vallecas;181;18
10249889;1;5;4;4;2;4;2;1;1;4;3;2;3;1;4;2;2;4;4;2;3;2;3;3;10;0;0;7;10;5;0;5;3;3;0;3;0;10;5;5;10;1;2;28;1;1;colombia;170;1;1;3;;5;1;4;1;1;5;2;2;6;6;2;3;16;San Andrés;171;17
11530439;1;5;3;3;3;3;3;1;1;1;3;3;3;1;3;3;3;5;5;3;3;3;3;3;6;3;3;2;2;3;3;2;2;2;6;8;6;4;2;3;1;2;2;32;2;1;marruecos;504;2;1;4;;6;4;4;1;1;1;1;5;3;99;1;3;170;Abrantes;117;11
11789806;1;5;2;4;3;2;2;2;1;1;8;2;2;1;3;3;3;4;4;1;4;3;3;3;2;2;0;5;0;1;1;1;2;2;6;8;7;3;2;2;1;2;2;45;3;1; ;724;1;1;3;;6;1;3;1;1;6;3;3;6;10;1;3;54;Hispanoamérica;54;5
11256248;1;5;3;3;2;3;1;1;1;1;2;1;1;2;8;2;8;3;4;1;3;2;3;2;5;5;0;7;1;4;3;3;7;5;6;9;2;4;2;2;1;2;2;57;4;1; ;724;1;3;6;;3;4;8;2;1;2;2;5;98;2;4;2;45;Embajadores;12;1
10248402;1;5;3;3;2;3;1;1;1;2;3;2;1;1;3;4;4;4;4;1;3;2;3;2;9;7;1;8;0;4;4;9;6;6;5;4;5;5;4;2;4;1;1;22;1;1; ;724;1;2;6;;4;6;;1;1;3;1;3;99;9;1;3;74;Palomeras Bajas;133;13
10874899;1;4;3;3;1;2;1;1;2;2;3;2;2;3;2;3;3;4;3;8;3;3;2;1;5;7;0;7;0;6;11;10;9;10;10;10;8;8;3;7;0;2;1;29;1;2; ;724;1;1;6;;5;4;2;1;1;1;1;2;3;6;1;3;4;Gaztambide;71;7
11071675;1;5;2;4;2;2;2;2;1;1;2;1;2;2;3;3;3;3;3;3;2;2;2;1;7;7;0;7;0;6;7;7;8;8;8;9;4;7;8;8;8;1;1;50;3;1; ;724;1;1;4;;5;1;7;1;1;6;2;3;6;2;2;3;116;Aluche;104;10
11249481;1;5;4;4;2;3;3;1;1;1;2;2;2;1;3;3;4;3;3;3;4;4;3;3;8;3;4;9;1;2;2;4;1;1;7;5;1;1;2;2;1;1;1;65;5;1; ;724;1;1;3;;4;2;;1;1;3;1;4;3;2;3;3;38;Media Legua;144;14
11576000;1;5;3;3;1;3;1;1;1;1;1;2;2;1;2;3;3;4;4;1;3;3;3;3;5;0;0;3;0;2;3;3;7;4;6;9;2;2;2;2;0;2;2;54;3;1; ;724;1;1;3;;5;1;4;1;1;3;1;5;2;99;3;3;79;Apóstol Santiafo;165;16
10211217;1;5;3;3;2;2;1;1;1;1;2;1;2;1;2;2;3;4;3;2;3;2;3;3;8;7;7;7;7;7;7;5;8;8;2;4;7;8;7;3;7;2;2;29;1;1; ;724;1;2;6;;3;6;;1;1;1;2;5;6;6;2;2;8;Palacio;11;1
11820679;1;5;3;3;1;4;1;1;1;1;1;2;2;1;3;1;1;4;3;1;4;3;2;1;9;8;8;9;9;9;9;10;10;8;10;10;5;10;10;10;6;2;2;37;2;1; ;724;1;2;6;;3;1;8;1;1;2;2;4;99;6;2;3;76;Aravaca;97;9
