RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
1209,1909,A,12,2,2,9,21,1404,6,3,2,14:15,16:20,125,3,2,,1,2,1,1,2,3,1,6,3,4,5,5,6,6,6,4,6,6,6,6,5,5,6,6,6,5,4,5,1,3,14,4,5,5,2,3,01/01/78006 12:00:00 AM,US,11,3,2,3,1
1210,1910,A,12,2,2,9,21,1404,6,3,2,14:00,16:20,140,2,2,,1,2,2,2,2,3,1,6,6,6,5,5,5,6,6,5,6,6,6,6,5,4,6,6,6,5,5,5,2,,4,5,5,4,2,3,01/01/78664 12:00:00 AM,US,11,6,2,4,1
1211,1911,A,12,2,2,9,21,1404,6,3,2,14:00,16:20,140,1,4,,1,2,2,2,2,3,1,5,4,4,4,4,4,6,6,3,6,6,6,6,4,5,6,6,6,4,4,5,2,,5,5,5,4,2,3,01/01/98759 12:00:00 AM,US,11,3,2,3,1
1212,1912,A,12,2,2,9,21,1404,6,3,2,13:40,16:20,160,1,2,,1,1,1,2,2,1,1,6,5,6,5,5,6,6,6,2,6,6,6,6,3,5,6,6,6,5,4,3,2,,7,5,5,2,2,1,01/01/94043 12:00:00 AM,US,4,3,1,3,1
1213,1913,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,1,4,,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,,12,0,5,3,2,3,01/01/78704 12:00:00 AM,US,11,3,2,3,1
1214,1914,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,3,9,,1,2,1,2,2,2,2,3,4,6,4,4,4,6,6,6,6,5,6,4,4,5,6,5,5,4,4,5,2,,41,4,5,2,1,3,,US,11,7,1,2,1
1215,1915,A,12,2,2,9,21,1404,6,3,2,15:00,16:20,80,1,9,,2,2,2,2,2,5,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,5,1,3,7,5,5,4,2,3,01/01/78726 12:00:00 AM,US,11,5,1,4,1
1216,1916,A,12,2,2,9,21,1404,6,3,2,14:45,16:20,95,3,5,,2,2,2,2,1,6,2,4,4,4,5,5,5,5,5,4,4,5,6,6,4,4,3,3,6,4,4,5,2,,5,5,5,4,2,3,01/01/78634 12:00:00 AM,US,11,5,1,2,1
1217,1917,A,12,2,2,9,21,1404,6,3,2,15:00,16:20,80,3,2,,1,2,2,2,2,4,2,4,3,3,4,4,4,6,6,4,3,6,6,6,4,4,4,6,6,4,4,3,2,,5,4,4,4,2,1,01/01/94117 12:00:00 AM,US,1,6,2,2,1
1218,1918,A,12,2,2,9,21,1404,6,3,2,14:40,16:20,100,1,5,,1,0,0,2,2,1,2,4,6,3,1,3,3,4,4,6,6,6,6,6,3,4,4,4,4,4,4,5,2,,5,5,1,1,1,3,01/01/78704 12:00:00 AM,US,11,4,1,4,1
1219,1919,A,12,2,2,9,21,1404,6,3,2,14:50,16:20,90,2,5,,2,2,2,1,2,3,2,4,2,3,3,4,4,4,4,4,6,5,6,0,4,5,6,5,6,5,5,5,2,,1,0,3,4,2,1,01/01/94608 12:00:00 AM,US,3,2,2,1,1
1220,1920,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,2,1,3,1,1,2,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,6,6,4,4,3,2,,1,3,3,3,2,1,01/01/94560 12:00:00 AM,US,3,3,2,3,1
1221,1921,A,12,2,2,9,21,1404,6,3,2,15:00,16:20,80,1,2,,2,2,2,2,2,5,2,3,3,3,4,4,3,6,6,4,3,3,3,6,3,3,3,3,6,4,3,0,0,,12,0,0,0,0,1,01/01/94131 12:00:00 AM,US,1,4,1,4,1
1222,1922,A,12,2,2,9,21,1404,6,3,2,14:20,16:20,120,3,2,,1,0,0,2,2,2,2,5,5,5,5,5,4,4,4,4,0,0,0,0,4,5,0,0,0,5,5,5,2,,6,5,5,5,2,1,01/01/94070 12:00:00 AM,US,2,6,2,1,1
1223,1923,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,1,4,,2,2,1,2,2,1,2,4,4,4,3,5,4,3,6,4,6,6,6,6,4,4,6,6,6,4,6,5,2,,5,4,4,2,2,3,01/01/78732 12:00:00 AM,US,11,3,1,4,1
1224,1924,A,12,2,2,9,21,1404,6,3,2,14:35,16:20,105,3,2,,1,0,0,2,2,3,2,5,4,4,5,5,5,6,6,5,5,5,4,6,5,5,4,5,6,4,5,5,2,,5,5,0,4,2,1,01/01/94110 12:00:00 AM,US,1,7,2,0,1
1225,1925,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,2,2,,2,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,6,6,4,5,5,5,6,3,4,3,2,,1,3,4,2,1,1,01/01/94536 12:00:00 AM,US,3,4,2,4,1
1226,1926,A,12,2,2,9,21,1404,6,3,2,14:30,16:20,110,5,13,,2,2,2,2,2,2,2,5,4,4,5,5,5,6,6,4,6,6,6,6,5,5,5,5,5,5,5,5,2,,3,5,5,3,2,1,01/01/94901 12:00:00 AM,US,6,3,2,2,1
1227,1927,A,12,2,2,9,21,1404,6,3,2,13:45,16:20,155,2,9,,1,1,2,2,2,2,2,3,3,4,4,5,4,3,3,3,6,5,6,3,4,5,6,4,4,6,4,5,2,,6,2,4,4,1,3,01/01/78759 12:00:00 AM,US,11,5,1,3,1
1228,1928,A,12,2,2,9,21,1404,6,3,2,15:00,16:20,80,3,6,,2,0,0,2,2,3,2,3,3,4,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,2,5,2,,5,3,5,5,2,1,01/01/94118 12:00:00 AM,US,1,2,2,0,1
1229,1929,A,12,2,2,9,21,1404,6,3,2,14:00,16:20,140,3,11,,2,1,1,2,2,3,2,4,5,4,3,5,4,6,6,4,6,5,6,3,4,5,6,5,4,4,5,4,2,,5,4,4,5,2,1,01/01/94110 12:00:00 AM,US,1,4,2,2,1
1230,1930,A,12,2,2,9,21,1404,6,3,2,15:00,16:20,80,8,4,,1,1,1,2,2,5,2,3,2,3,4,4,4,4,4,3,3,4,4,3,4,5,6,6,6,5,4,4,2,,5,4,5,4,2,3,01/01/79701 12:00:00 AM,US,11,3,1,3,1
1231,1513,D,55,1,2,7,9,2193,24,3,4,4:20,6:00,100,3,4,,1,2,2,2,2,1,1,5,6,6,5,6,6,6,6,6,6,3,6,6,5,3,6,3,6,6,4,4,2,,5,5,5,5,2,3,01/01/67010 12:00:00 AM,US,11,7,2,0,1
1232,1514,D,55,1,2,7,9,2193,24,3,4,4:45,6:00,75,1,2,,2,2,2,2,2,6,1,5,6,6,6,4,4,6,6,4,4,4,6,4,0,4,4,3,6,6,4,4,2,,3,4,4,5,2,1,01/01/94904 12:00:00 AM,US,6,6,2,4,1
1233,1515,D,55,1,2,7,9,2193,24,3,4,4:30,6:00,90,2,2,,1,2,2,2,2,3,1,5,4,4,5,4,4,6,6,4,6,3,6,6,4,5,6,3,6,4,6,5,2,,2,4,5,3,1,1,01/01/94519 12:00:00 AM,US,5,3,1,2,1
1234,1516,D,55,1,2,7,9,2193,24,3,4,4:30,6:00,90,1,9,,1,2,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,2,,1,5,5,5,2,3,,US,11,4,2,2,1
1235,1517,D,55,1,2,7,9,2193,24,3,4,4:30,6:00,90,2,7,,1,1,2,1,2,1,2,6,6,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,4,5,1,5,6,5,0,0,2,3,01/01/75206 12:00:00 AM,US,11,4,2,3,1
1236,1518,D,55,1,2,7,9,2193,24,3,4,4:45,6:00,75,1,1,4,2,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,,5,3,3,2,2,1,01/01/94123 12:00:00 AM,US,1,4,1,0,1
1237,1519,D,55,1,2,7,9,2193,24,3,4,4:30,6:00,90,5,7,,2,2,1,2,2,1,2,6,5,5,5,5,5,6,6,5,6,6,5,6,5,5,6,6,6,5,5,5,2,,12,5,5,4,2,3,01/01/78045 12:00:00 AM,US,11,5,2,3,1
1238,1520,D,55,1,2,7,9,2193,24,3,4,4:20,6:00,100,2,6,,1,2,2,2,2,2,2,4,4,4,4,3,3,3,3,4,2,6,6,6,4,5,6,6,6,6,5,3,1,3,19,1,4,3,2,3,01/01/96148 12:00:00 AM,US,10,3,2,1,1
1239,1521,D,55,1,2,7,9,2193,24,3,4,4:30,6:00,90,1,1,4,2,1,2,2,2,5,2,4,4,4,4,4,4,4,4,4,4,4,6,6,4,5,6,6,6,5,5,5,1,4,2,5,5,5,2,1,01/01/94565 12:00:00 AM,US,5,5,1,4,1
1240,1522,D,55,1,2,7,9,2193,24,3,4,4:15,6:00,105,1,1,4,2,1,1,2,2,4,2,3,2,2,4,2,0,6,6,4,6,6,6,6,3,3,6,6,6,3,4,4,2,,3,3,3,2,2,1,01/01/94945 12:00:00 AM,US,6,5,0,0,1
1241,1523,D,55,1,2,7,9,2193,24,3,4,4:20,6:00,100,1,9,,2,2,2,2,2,3,2,5,5,4,5,4,4,6,6,4,6,4,6,4,4,4,6,4,4,6,5,4,2,,5,4,4,4,1,3,,US,12,7,2,4,1
1242,1524,D,55,1,2,7,9,2193,24,3,4,4:16,6:00,104,2,2,,1,2,2,2,2,3,2,5,6,6,4,6,6,6,6,5,5,5,6,6,3,5,6,6,6,6,6,5,2,,2,0,5,5,2,1,01/01/94565 12:00:00 AM,US,5,7,1,2,1
1243,1525,D,55,1,2,7,9,2193,24,3,4,4:45,6:00,75,2,7,,0,0,1,2,2,1,2,4,3,6,4,4,3,6,6,3,6,3,6,2,4,5,6,5,3,4,5,5,2,,12,5,6,2,0,1,01/01/95056 12:00:00 AM,US,4,5,1,3,1
1244,1526,D,55,1,2,7,9,2193,24,3,4,5:00,6:00,60,1,2,,2,2,2,2,2,4,2,4,4,3,4,3,3,6,6,3,2,6,3,6,4,5,3,6,6,3,4,4,2,,5,5,5,3,2,1,,US,1,5,2,3,1
1245,1527,D,55,1,2,7,9,2193,24,3,4,4:37,6:00,83,1,2,,2,2,2,2,2,5,2,5,5,5,5,6,5,6,6,5,6,6,6,6,5,5,6,6,6,5,5,5,2,,6,5,5,5,2,1,01/01/93407 12:00:00 AM,US,2,5,0,4,1
1246,1528,D,55,1,2,7,9,2193,24,3,4,4:45,6:00,75,1,2,,1,0,1,2,1,2,2,5,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,2,,5,4,4,3,2,1,01/01/94509 12:00:00 AM,US,5,4,2,2,1
1247,1529,D,55,1,2,7,9,2193,24,3,4,4:40,6:00,80,1,1,4,2,2,2,1,2,5,2,4,4,4,4,4,4,4,4,3,3,3,3,3,0,4,4,4,4,4,4,2,2,,2,5,4,4,2,1,01/01/94517 12:00:00 AM,US,5,6,1,4,1
1248,1530,D,55,1,2,7,9,2193,24,3,4,19:30,6:00,630,2,11,,2,2,1,1,0,3,2,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,2,1,3,4,3,4,1,3,7,4,5,5,2,1,01/01/94043 12:00:00 AM,US,4,3,2,2,1
1249,1531,D,55,1,2,7,9,2193,24,3,4,5:00,6:00,60,2,2,,1,1,1,2,1,2,2,4,2,2,4,4,3,4,4,5,5,4,4,3,4,5,5,5,5,5,5,4,2,,6,5,5,3,2,1,,US,2,2,1,1,1
1250,1532,D,55,1,2,7,9,2193,24,3,4,4:00,6:00,120,3,3,,2,2,2,1,2,1,1,4,6,4,5,5,5,6,6,5,6,5,6,5,5,5,6,5,5,5,6,5,2,,11,5,5,5,2,4,01/01/78244 12:00:00 AM,US,11,3,1,2,1
1251,1533,D,55,1,2,7,9,2193,24,3,4,18:30,6:00,690,2,1,4,1,1,1,2,2,2,1,6,5,6,4,6,5,6,6,6,6,6,6,6,5,5,6,6,6,4,5,5,2,,15,5,5,5,1,2,01/01/95356 12:00:00 AM,US,10,6,1,2,1
1252,2089,A,12,3,2,10,21,278,31,2,2,22:00,23:32,92,1,9,,2,2,2,2,2,3,2,5,4,4,3,4,4,6,6,6,6,2,6,4,4,5,6,5,4,5,4,5,2,,7,3,5,3,2,3,01/01/33605 12:00:00 AM,US,12,4,1,3,1
1254,2091,A,12,3,2,10,21,278,31,2,2,19:00,23:32,272,8,9,,1,2,2,1,2,2,2,4,4,4,4,0,5,6,6,5,6,5,6,4,4,5,6,5,4,4,4,3,2,,4,3,5,3,2,3,01/01/33434 12:00:00 AM,US,12,5,2,0,1
1255,2092,A,12,3,2,10,21,278,31,2,2,21:15,23:32,137,2,1,4,1,2,1,2,2,2,2,4,4,3,5,5,5,6,6,3,6,6,4,6,4,4,6,6,6,5,5,4,2,,32,3,5,5,2,2,01/01/95482 12:00:00 AM,US,10,1,1,3,1
1256,2093,A,12,3,2,10,21,278,31,2,2,20:00,23:32,212,6,1,3,1,1,1,2,2,1,2,5,5,5,5,3,5,5,5,5,3,6,3,6,5,5,6,6,6,5,5,5,2,,7,3,5,5,2,1,01/01/94089 12:00:00 AM,US,4,3,2,4,1
1257,2094,A,12,3,2,10,21,278,31,2,2,21:50,23:32,102,2,2,,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,3,5,1,5,17,4,5,4,2,2,01/01/95062 12:00:00 AM,US,10,3,2,1,1
1258,2095,A,12,3,2,10,21,278,31,2,2,21:00,23:32,152,3,1,3,1,1,1,1,2,3,1,4,5,3,4,0,3,6,5,3,5,6,6,6,4,5,6,6,6,5,3,5,2,,7,5,5,5,2,1,01/01/95134 12:00:00 AM,US,4,3,1,2,1
1259,2096,A,12,3,2,10,21,278,31,2,2,21:45,23:32,107,1,9,,2,1,2,1,2,6,1,5,4,3,4,4,3,6,6,4,6,4,6,5,5,5,6,4,4,4,4,5,2,,7,5,5,5,1,3,01/01/33435 12:00:00 AM,US,12,5,2,3,1
1260,2097,A,12,3,2,10,21,278,31,2,2,21:45,23:32,107,2,1,3,1,2,2,0,0,1,1,3,6,6,3,5,6,6,6,5,5,6,5,6,4,4,6,6,6,6,2,4,2,,3,5,5,3,2,1,01/01/94901 12:00:00 AM,US,6,0,0,0,1
1261,2098,A,12,3,2,10,21,278,31,2,2,22:30,23:32,62,3,2,,2,2,2,2,2,3,2,3,3,3,4,3,3,4,4,3,3,3,0,6,3,4,3,6,6,3,3,4,2,,7,3,4,2,2,1,01/01/95008 12:00:00 AM,US,4,3,1,2,1
1262,2099,A,12,3,2,10,21,278,31,2,2,18:00,23:32,332,1,6,,2,1,1,2,2,3,2,3,3,4,4,4,6,6,6,6,6,6,6,6,4,5,6,6,6,4,4,0,0,,12,0,0,0,0,3,01/01/33432 12:00:00 AM,US,12,6,1,0,1
1263,2100,A,12,3,2,10,21,278,31,2,2,21:00,23:32,152,1,4,,2,1,1,2,2,2,2,4,4,4,5,5,5,5,5,6,5,5,6,5,5,4,6,4,4,5,3,5,2,,5,0,5,4,2,3,01/01/33315 12:00:00 AM,US,12,4,1,3,1
1264,2101,A,12,3,2,10,21,278,31,2,2,21:15,23:32,137,3,2,,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,23,4,4,4,2,2,01/01/95691 12:00:00 AM,US,10,6,2,1,1
1265,2102,A,12,3,2,10,21,278,31,2,2,21:30,23:32,122,2,1,4,1,1,2,1,2,3,2,4,3,3,4,4,4,6,6,3,6,6,6,6,4,4,6,6,6,3,4,5,2,,20,3,5,4,2,2,01/01/95467 12:00:00 AM,US,10,6,1,3,1
1266,2103,A,12,3,2,10,21,278,31,2,2,21:45,23:32,107,5,4,,2,2,2,2,2,2,2,3,3,0,0,4,3,3,3,4,6,6,6,6,3,4,6,6,6,6,4,5,2,,5,5,3,4,2,3,01/01/33069 12:00:00 AM,US,12,3,1,2,1
1267,2104,A,12,3,2,10,21,278,31,2,2,21:05,23:32,147,2,2,,1,2,2,2,2,1,2,3,3,3,5,5,5,6,6,5,6,6,6,6,4,4,6,6,6,6,4,4,1,4,1,4,5,4,2,1,01/01/94501 12:00:00 AM,US,3,4,2,2,1
1268,2105,A,12,3,2,10,21,278,31,2,2,21:30,23:32,122,3,2,,1,1,2,2,2,4,2,0,4,4,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,5,5,5,4,2,3,01/01/34102 12:00:00 AM,US,12,7,0,0,1
1269,2106,A,12,3,2,10,21,278,31,2,2,22:05,23:32,87,3,2,,1,1,2,2,2,3,2,3,3,4,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,6,4,5,2,,7,4,5,4,2,3,01/01/2138 12:00:00 AM,US,12,3,2,3,1
1270,2107,A,12,3,2,10,21,278,31,2,2,21:15,23:32,137,2,5,,1,1,1,2,2,3,2,4,3,3,3,4,4,4,4,4,3,4,2,1,4,4,3,4,3,3,3,3,2,,2,5,4,5,2,1,01/01/94596 12:00:00 AM,US,5,3,2,4,1
1271,2108,A,12,3,2,10,21,278,31,2,2,21:30,23:32,122,2,3,,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,6,6,5,0,0,5,5,6,5,6,5,5,5,2,,11,4,4,6,2,4,01/01/33015 12:00:00 AM,US,12,4,1,2,1
1281,2131,F,68,2,3,11,33,871,95,4,3,14:00,16:02,122,3,2,,2,1,2,2,2,2,2,6,6,5,5,5,5,6,6,5,6,6,5,6,5,5,6,6,6,5,5,5,3,,7,5,5,5,2,1,01/01/95135 12:00:00 AM,US,4,2,2,4,1
1283,2133,F,68,2,3,11,33,871,95,4,3,13:45,16:02,137,3,2,,1,2,2,1,2,3,2,3,4,4,4,5,5,6,6,5,5,5,6,6,4,5,4,4,6,4,4,4,0,,24,3,5,3,2,3,01/01/93905 12:00:00 AM,US,10,4,1,2,1
1286,2136,F,68,2,3,11,33,871,95,4,3,14:00,16:02,122,3,2,,0,1,0,2,2,2,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,7,5,5,5,2,1,01/01/95135 12:00:00 AM,US,4,4,2,4,1
1291,2141,F,68,2,3,11,33,871,95,4,3,14:40,16:02,82,6,1,4,2,2,1,2,0,3,2,4,3,3,4,3,4,6,6,3,3,3,6,6,4,4,4,6,6,4,4,4,2,,6,5,4,2,2,1,01/01/94002 12:00:00 AM,US,2,5,2,4,1
1292,2142,F,68,2,3,11,33,871,95,4,3,14:00,16:02,122,2,2,,1,2,1,2,2,3,1,5,5,4,4,4,5,6,6,5,4,4,6,6,4,4,3,4,6,5,4,4,1,5,2,4,4,3,2,1,01/01/94527 12:00:00 AM,US,5,3,2,2,1
1293,2143,F,68,2,3,11,33,871,95,4,3,14:00,16:02,122,2,2,,2,2,1,2,2,3,1,5,4,3,4,4,3,6,6,4,3,6,6,6,4,3,3,6,6,4,4,5,2,,6,5,5,3,2,1,01/01/94403 12:00:00 AM,US,2,5,2,4,1
1296,2146,F,68,2,3,11,33,871,95,4,3,13:00,16:02,182,3,3,,2,2,0,2,2,1,1,6,4,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,4,5,2,,11,2,5,6,2,4,01/01/95630 12:00:00 AM,US,10,7,2,3,1
1299,2260,F,70,2,3,12,33,5604,14,4,2,10:30,11:16,46,2,3,,2,2,1,2,2,3,2,5,4,4,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,2,,11,4,5,6,2,4,01/01/89411 12:00:00 AM,US,10,4,2,0,1
1305,2266,F,70,2,3,12,33,5604,14,4,2,8:15,11:16,181,2,6,,1,1,1,2,2,3,2,4,3,3,4,4,4,6,6,2,3,3,3,6,3,4,4,3,6,3,2,5,1,2,3,3,3,4,2,1,,US,6,4,1,4,1
1306,2267,F,70,2,3,12,33,5604,14,4,2,8:15,11:16,181,2,6,,1,1,1,2,2,4,2,3,3,3,4,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,1,4,3,5,5,5,2,1,01/01/94920 12:00:00 AM,US,6,4,2,4,1
1307,2268,F,70,2,3,12,33,5604,14,4,2,8:30,11:16,166,1,5,,1,1,1,2,2,4,2,5,4,4,5,4,5,5,5,5,4,5,6,4,5,5,5,5,5,5,5,5,2,,6,5,5,5,2,1,01/01/94025 12:00:00 AM,US,2,3,1,2,1
1311,2272,F,70,2,3,12,33,5604,14,4,2,9:00,11:16,136,3,2,,1,2,2,1,1,3,2,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,1,3,4,4,3,3,1,1,,US,1,4,1,0,1
1313,2274,F,70,2,3,12,33,5604,14,4,2,9:30,11:16,106,3,2,,2,1,1,2,2,2,2,5,4,4,3,4,3,6,6,4,3,6,6,6,4,4,6,6,6,4,4,4,1,3,1,5,4,3,1,1,01/01/94546 12:00:00 AM,US,3,5,2,4,1
1320,2148,G,101,3,3,11,17,27,92,8,2,15:00,17:50,170,2,2,,1,1,1,0,0,1,2,2,3,3,5,4,4,4,4,4,4,6,6,6,4,5,4,6,6,4,5,5,2,,7,4,5,5,2,1,01/01/95129 12:00:00 AM,US,4,6,0,2,3
1324,2152,G,101,3,3,11,17,27,92,8,2,15:30,17:50,140,3,6,,1,1,2,2,2,2,2,4,4,5,5,5,5,4,4,4,4,4,6,6,4,4,6,6,6,4,5,4,2,,1,4,0,4,2,1,01/01/94611 12:00:00 AM,US,3,7,2,1,3
1325,2153,G,101,3,3,11,17,27,92,8,2,12:00,17:50,350,3,3,,2,2,1,1,2,2,2,4,3,6,5,4,3,6,6,6,6,5,6,6,4,5,6,5,6,5,5,5,2,,11,6,0,4,2,4,01/01/61801 12:00:00 AM,US,11,2,1,1,1
1326,2154,G,101,3,3,11,17,27,92,8,2,15:05,17:50,165,2,2,,1,2,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,2,,7,3,0,4,2,1,01/01/95121 12:00:00 AM,US,4,7,2,1,3
1327,2155,G,101,3,3,11,17,27,92,8,2,15:05,17:50,165,2,2,,1,2,2,1,2,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,,7,0,5,5,2,1,01/01/95121 12:00:00 AM,US,4,4,2,1,1
1330,2158,G,101,3,3,11,17,27,92,8,2,14:15,17:50,215,2,2,,1,2,2,1,2,2,2,6,6,5,5,5,5,6,6,4,5,6,6,6,5,5,5,0,0,0,5,5,1,4,1,4,5,4,2,2,01/01/95348 12:00:00 AM,US,10,2,1,1,1
1332,2160,G,101,3,3,11,17,27,92,8,2,15:00,17:50,170,2,2,,1,1,2,2,1,2,2,6,6,3,3,4,4,6,6,3,6,6,6,6,4,5,6,6,6,6,4,5,1,4,7,5,4,5,2,1,01/01/94087 12:00:00 AM,US,4,0,0,0,1
1333,2161,G,101,3,3,11,17,27,92,8,2,14:30,17:50,200,3,6,,1,2,1,0,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,4,6,4,4,3,2,,14,1,3,3,2,2,01/01/95024 12:00:00 AM,US,10,6,1,2,1
1334,2162,G,101,3,3,11,17,27,92,8,2,14:30,17:50,200,2,2,,1,1,2,2,2,2,2,6,6,4,4,4,4,4,4,4,3,6,6,6,4,4,6,6,6,6,4,4,2,,7,4,4,3,1,1,01/01/95014 12:00:00 AM,US,4,4,1,2,1
1335,2163,G,101,3,3,11,17,27,92,8,2,N,17:50,N,6,6,,1,1,1,2,2,3,2,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,0,0,3,4,5,2,,1,4,5,5,2,1,01/01/94550 12:00:00 AM,US,3,5,1,4,1
1338,2166,G,101,3,3,11,17,27,92,8,2,15:00,17:50,170,3,3,,2,2,1,1,2,1,1,3,3,4,4,4,3,3,3,6,6,5,6,6,4,4,6,5,6,4,4,4,0,,11,4,3,3,2,4,01/01/75965 12:00:00 AM,US,11,5,2,0,1
1339,2167,G,101,3,3,11,17,27,92,8,2,15:30,17:50,140,2,4,,1,1,2,1,2,3,1,4,3,2,5,5,4,4,4,6,6,6,6,6,4,5,6,6,6,5,5,5,0,,7,4,5,4,2,1,01/01/95051 12:00:00 AM,US,4,4,2,3,1
1340,2168,G,101,3,3,11,17,27,92,8,2,15:30,17:50,140,8,5,,2,2,2,2,2,3,1,3,4,3,4,5,5,4,4,5,4,5,5,4,4,4,4,5,4,5,4,4,2,,1,5,5,4,2,1,01/01/94605 12:00:00 AM,US,3,3,1,3,1
1341,2169,G,101,3,3,11,17,27,92,8,2,15:00,17:50,170,2,2,,1,2,1,1,2,2,1,6,6,3,4,4,6,6,6,6,4,6,4,6,4,4,4,6,6,6,3,4,3,,7,4,5,3,2,1,01/01/94043 12:00:00 AM,US,4,3,2,2,1
1342,2170,G,101,3,3,11,17,27,92,8,2,14:00,17:50,230,1,9,,1,2,1,1,2,3,2,4,2,3,4,5,4,4,4,4,6,5,6,4,4,4,6,4,5,4,5,4,3,,5,4,5,4,2,1,,US,4,3,1,1,1
1343,2171,G,101,3,3,11,17,27,92,8,2,14:00,17:50,230,1,3,,1,1,2,1,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,11,3,3,3,2,4,01/01/80215 12:00:00 AM,US,10,4,1,2,1
1345,2173,G,101,3,3,11,17,27,92,8,2,15:30,17:50,140,2,11,,1,2,2,2,2,2,2,5,3,0,5,5,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,2,,5,4,5,4,2,1,01/01/94132 12:00:00 AM,US,1,7,0,0,1
1347,2175,G,101,3,3,11,17,27,92,8,2,13:00,17:50,290,2,9,,0,1,2,2,2,2,2,3,6,3,4,4,4,4,4,4,4,5,6,4,4,5,6,5,5,6,4,5,3,,13,4,5,5,2,3,01/01/93722 12:00:00 AM,US,10,4,2,3,1
1349,2177,G,101,3,3,11,17,27,92,8,2,10:45,17:50,425,8,3,,2,1,1,1,2,3,2,5,5,4,5,5,5,5,5,4,5,0,5,5,5,5,5,5,5,5,5,5,3,,11,5,5,4,3,4,01/01/55104 12:00:00 AM,US,11,4,2,2,1
1350,2178,G,101,3,3,11,17,27,92,8,2,12:45,17:50,305,2,3,,2,1,1,2,2,1,2,4,2,0,5,5,5,4,4,6,6,4,6,6,4,5,6,6,6,4,3,5,2,,11,3,6,6,2,4,01/01/63105 12:00:00 AM,US,11,3,2,1,1
1351,2179,G,101,3,3,11,17,27,92,8,2,16:00,17:50,110,2,2,,1,2,2,1,2,3,2,4,3,4,4,4,4,6,6,5,5,6,6,6,4,4,3,6,6,4,4,4,1,3,7,4,5,2,2,1,01/01/95051 12:00:00 AM,US,4,2,2,3,1
