CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,SET,SETON,SOUTHEAST,DEVELOPING,BUILDING OUT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675555.45737000000,6040.52587556000
Residential,1,AUB,AUBURN BAY,SOUTHEAST,DEVELOPING,BUILDING OUT,2009,,3466,1298,605,0,1065,1213,8,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32,29,54,0,44,0,18,1117,1035,3411,18,60,0,0,99,376,260,386,29,1751,1715,252,249,60,71,479,421,149,60,10,0,260,246,62,78,536,328,145,49,7,4,512,495,122,149,1015,749,294,109,17,4,4523298.00124000000,8406.72948883000
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,BUILT-OUT,1960s/1970s,2009,,650,246,29,0,224,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,224,649,2,0,0,0,38,98,37,68,3,337,313,11,36,28,22,27,48,66,49,32,18,9,46,22,14,26,39,69,42,30,16,20,82,50,36,53,87,135,91,62,34,269104.49238700000,2418.67485798000
Residential,1,WND,WINDSOR PARK,CENTRE,BUILT-OUT,1950s,2009,,3916,2400,155,0,957,344,302,28,1527,87,0,106,0,0,4,0,0,2,0,4,1387,486,2069,136,0,0,1,93,8,143,8,1,3,1,275,138,675,16,8,2,0,0,0,0,0,0,0,0,27,14,62,1,0,0,0,6,4,54,0,0,0,0,85,55,152,2,0,0,1,323,252,761,14,5,1,6,1018,832,218,117,11,1886,2030,55,76,68,155,473,314,307,211,141,86,70,94,67,184,437,290,294,222,183,189,125,170,135,339,910,604,601,433,324,275,1276633.09778000000,5332.16101720000
Residential,1,MAL,MAYLAND HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2009,,5931,2766,340,0,1483,1304,329,16,620,286,0,209,0,0,1,0,0,1,0,0,590,210,1038,30,0,0,0,178,9,280,21,0,10,0,313,139,733,8,8,0,0,0,0,0,0,0,0,0,16,0,29,0,0,0,0,1,1,2,1,0,0,0,274,15,681,12,0,0,1,1285,1109,3168,18,0,0,2,792,1041,403,394,27,3057,2874,149,257,169,246,594,517,526,243,210,146,131,227,169,226,493,424,443,292,278,191,280,484,338,472,1087,941,969,535,488,337,2021813.24265000000,6234.85708395000
Residential,1,CHW,CHARLESWOOD,NORTHWEST,BUILT-OUT,1950s,2009,,3514,1492,153,0,1142,1296,34,0,117,0,0,45,0,0,0,0,0,0,0,0,115,1,173,2,0,0,0,35,0,71,2,0,8,0,33,15,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,1126,3198,33,0,5,0,317,582,246,279,17,1795,1719,61,150,107,228,228,197,312,197,137,178,65,142,106,161,189,186,292,196,159,223,126,292,213,389,417,383,604,393,296,401,1830353.35031000000,8414.50517761000
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,2009,,8723,4394,737,0,2751,1879,516,19,1022,652,0,282,0,15,6,1,0,2,0,0,960,544,1307,46,9,7,0,217,6,324,20,1,44,1,467,327,1107,28,18,2,0,0,0,0,0,0,0,0,19,6,24,0,0,0,2,20,0,205,0,0,2,0,619,476,1232,21,7,5,2,1735,1392,4524,83,43,16,24,1449,1448,534,568,38,4215,4508,312,381,196,286,884,848,642,337,119,210,290,358,179,361,956,832,647,332,157,396,602,739,375,647,1840,1680,1289,669,276,606,2911819.25525000000,7570.09446119000
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,BUILT-OUT,1950s,2009,,386,188,42,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,0,386,19,0,1,0,0,0,0,0,0,0,0,36,74,36,18,3,190,196,20,20,6,36,53,26,18,8,3,0,14,17,6,39,61,25,23,7,3,1,34,37,12,75,114,51,41,15,6,1,621438.76800600000,3372.98730255000
Residential,1,ERI,ERIN WOODS,EAST,BUILT-OUT,1980s/1990s,2009,,6972,2443,677,0,1812,1848,49,0,119,271,97,59,0,0,0,0,0,0,0,0,119,96,166,0,0,0,0,46,5,101,4,0,9,0,46,13,133,1,1,1,0,97,95,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252,54,785,18,0,0,0,1810,1549,5605,36,0,2,0,356,697,520,687,110,3560,3412,271,501,274,221,627,686,592,248,108,32,256,524,215,240,613,638,534,257,94,41,527,1025,489,461,1240,1324,1126,505,202,73,1588421.75189000000,5242.94492954000
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2009,,2211,1311,97,0,921,0,0,0,933,377,0,0,0,0,0,1,0,0,0,8,854,625,1349,15,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0,0,0,3,344,296,733,5,25,0,0,0,0,0,0,0,0,1,526,529,92,45,7,970,1241,33,34,11,83,300,137,63,73,93,143,46,53,15,82,337,113,85,123,132,255,79,87,26,165,637,250,148,196,225,398,952023.71586200000,4008.22776284000
Residential,1,PIN,PINERIDGE,NORTHEAST,BUILT-OUT,1960s/1970s,2009,,9808,3792,818,0,2425,1729,607,0,714,628,0,114,0,0,0,0,0,0,0,1,659,198,1098,54,0,0,0,85,14,213,5,0,24,0,586,440,1661,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,331,1501,30,0,0,1,1691,1442,5335,35,0,2,0,804,1187,678,740,210,4930,4878,336,598,331,390,798,788,790,520,248,131,327,563,346,370,793,700,757,517,267,238,663,1161,677,760,1591,1488,1547,1037,515,369,2640565.90815000000,6501.02458084000
Residential,1,VIS,VISTA HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2009,,2220,841,215,0,391,380,20,0,41,372,0,25,0,0,0,0,0,3,0,0,37,0,83,4,0,0,0,17,0,25,2,0,6,0,19,5,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,349,72,1070,22,0,0,0,374,314,977,6,0,0,3,128,274,178,182,35,1131,1089,84,137,84,100,194,199,170,88,49,26,89,133,77,88,201,169,140,117,52,23,173,270,161,188,395,368,310,205,101,49,1140010.35985000000,4782.18132599000
Residential,1,CED,CEDARBRAE,SOUTH,BUILT-OUT,1960s/1970s,2009,,6366,2601,449,0,1960,1335,570,0,163,513,0,20,0,0,0,0,0,0,0,0,162,34,288,1,0,0,0,13,3,19,4,0,3,0,556,365,1395,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,360,1069,8,0,0,1,1313,1198,3595,18,0,3,0,552,957,490,503,47,3147,3219,184,299,238,258,485,465,546,390,193,89,181,301,210,213,452,502,599,448,204,109,365,600,448,471,937,967,1145,838,397,198,2069560.71172000000,6050.02437482000
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,BUILT-OUT,1960s/1970s,2009,,935,501,34,0,451,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,451,934,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,163,220,56,34,4,450,485,8,30,20,14,38,67,83,85,67,38,19,46,23,18,40,55,97,88,61,38,27,76,43,32,78,122,180,173,128,76,1204938.35121000000,4908.42378474000
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,BUILT-OUT,INNER CITY,2009,,5150,3068,262,0,1079,920,70,8,1541,202,0,308,1,11,1,5,0,1,0,13,1262,432,1906,85,169,12,1,237,13,341,38,0,32,0,64,23,124,5,1,0,0,0,0,0,0,0,0,0,3,1,5,2,3,3,1,18,1,706,0,0,0,4,153,63,246,15,3,27,13,839,546,1822,56,5,7,19,1256,929,241,135,15,2476,2674,122,94,58,167,613,436,370,195,138,283,103,127,67,225,618,391,300,184,179,480,225,221,125,392,1231,827,670,379,317,763,3051304.86122000000,8373.45174797000
Residential,1,NOL,NOLAN HILL,NORTH,DEVELOPING,BUILDING OUT,2009,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118800.76886000000,6262.97621622000
Residential,1,PEN,PENBROOKE MEADOWS,EAST,BUILT-OUT,1960s/1970s,2009,,8199,3208,709,0,1944,1614,380,0,169,681,0,364,0,0,0,0,0,0,0,0,76,0,156,1,92,0,0,199,19,468,93,0,72,0,357,186,1079,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,440,1861,43,0,1,0,1569,1299,4635,41,0,4,0,423,968,590,709,148,4307,3892,245,517,288,298,720,733,778,380,243,105,294,474,250,296,658,609,598,368,214,131,539,991,538,594,1378,1342,1376,748,457,236,2045665.72056000000,5890.92702979000
Residential,1,GRV,GREENVIEW,NORTH,BUILT-OUT,1960s/1970s,2009,,2004,1113,104,0,430,206,30,0,511,309,0,57,0,0,0,0,0,0,0,2,479,98,770,29,0,1,0,41,2,61,5,0,11,0,24,9,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,168,648,13,0,0,0,198,153,464,7,0,1,0,433,391,120,81,13,1056,948,34,69,35,113,300,192,133,93,54,33,53,65,45,94,235,145,122,90,59,40,87,134,80,207,535,337,255,183,113,73,453727.25604500000,3866.51654753000
Residential,1,CAP,CAPITOL HILL,CENTRE,BUILT-OUT,1950s,2009,,4178,2263,217,0,766,943,412,0,425,39,0,443,0,0,0,1,0,0,0,0,387,27,572,13,0,25,1,375,12,572,8,0,59,1,385,174,930,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,37,14,87,1,1,0,4,894,539,1962,32,4,9,1,810,772,293,190,14,2095,2083,83,121,75,313,635,329,268,125,79,67,96,111,77,324,522,310,277,136,98,132,179,232,152,637,1157,639,545,261,177,199,1418523.75979000000,6600.71395346000
Residential,1,HIW,HIGHWOOD,CENTRE,BUILT-OUT,1950s,2009,,2165,993,146,0,606,740,72,3,19,16,0,142,1,0,0,0,0,0,0,0,19,0,34,0,0,0,0,98,2,161,18,0,26,0,63,30,159,6,0,3,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,16,14,35,0,0,0,4,703,559,1773,26,0,7,1,233,332,151,171,15,1088,1077,59,118,68,73,215,169,175,80,46,85,52,111,57,81,191,146,177,80,52,130,111,229,125,154,406,315,352,160,98,215,948736.75683600000,4070.92740270000
Industrial,2,SAW,SOUTH AIRWAYS,NORTHEAST,N/A,EMPLOYMENT,2009,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891790.84181000000,8022.22612222000
Residual Sub Area,4,09E,09E,EAST,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662316.52614000000,13122.49275260000
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569745.73354600000,3296.69536092000
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,2009,,70,11,0,0,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,1,0,1,0,7,2,0,1,60,10,0,0,1,1,2,14,30,8,2,2,0,0,0,0,1,3,2,1,2,1,0,0,1,1,3,17,32,9,4,3,6806213.02005000000,12955.18623870000
Residual Sub Area,4,12H,12H,SOUTHEAST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989073.35677000000,8147.20763584000
Residual Sub Area,4,13F,13F,SOUTH,N/A,UNDEVELOPED,2009,,22,12,0,0,7,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,2,0,3,4,1,2,0,11,11,0,0,1,1,2,0,2,2,2,1,0,2,0,0,1,0,4,0,2,2,0,2,1,1,3,0,6,2,4,3,2679098.53786000000,6554.98282063000
Residual Sub Area,4,13I,13I,SOUTH,N/A,UNDEVELOPED,2009,,19,7,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,3,1,3,1,2,0,11,8,0,0,0,1,9,0,0,1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,7,9,0,1,2,0,0,328495.78014700000,2426.20875480000
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,CENTRE CITY,2009,,18341,14617,430,0,3616,106,10,5,14007,348,0,73,10,48,1,0,0,9,0,55,10786,3352,16794,1040,2021,105,3,57,5,96,4,0,9,0,6,2,13,1,0,3,0,0,0,0,0,0,0,0,5,0,6,0,0,0,8,54,4,716,2,1,3,4,329,228,561,15,0,0,16,73,25,155,5,1,11,68,6201,4109,740,247,13,10235,8106,203,196,205,833,3924,2259,1348,701,345,221,172,181,175,1026,3079,1347,840,539,373,374,375,377,380,1859,7003,3606,2188,1240,718,595,2944590.64455000000,9694.22546247000
Residual Sub Area,4,01I,01I,WEST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141906.18965600000,2310.04541336000
Residual Sub Area,4,05C,05C,NORTHEAST,N/A,UNDEVELOPED,2009,,15,6,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,2,0,3,1,0,10,5,0,1,0,0,1,2,6,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2,0,0,3,3,7,0,0,0,2058623.02348000000,7767.88275596000
Residual Sub Area,4,09P,09P,EAST,N/A,UNDEVELOPED,2009,,161,56,10,0,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,161,5,0,0,0,8,14,9,17,3,87,74,4,11,8,7,11,9,14,13,4,6,2,8,1,9,15,4,16,9,3,7,6,19,9,16,26,13,30,22,7,13,7826810.84861000000,11311.55406880000
Residual Sub Area,4,13E,13E,SOUTH,N/A,UNDEVELOPED,2009,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688678.49129000000,6556.58661346000
Residual Sub Area,4,13A,13A,SOUTH,N/A,UNDEVELOPED,2009,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654018.94750000000,6517.67492734000
Residual Sub Area,4,05B,05B,NORTHEAST,N/A,UNDEVELOPED,2009,,16,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,1,0,0,0,2,8,8,1,0,1,0,0,1,3,0,1,1,0,1,0,2,1,3,0,0,1,0,1,1,1,2,1,4,3,0,2,1,1022480.30632000000,4503.73249744000
Residential,1,FAI,FAIRVIEW,SOUTH,BUILT-OUT,1950s,2009,,3598,1601,213,0,1067,1255,0,0,313,0,0,33,0,0,0,0,0,0,0,0,290,0,654,21,0,2,0,26,3,42,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,1064,2902,26,0,1,0,378,620,293,237,16,1861,1737,84,134,89,141,326,315,342,187,109,134,84,151,105,119,283,261,280,158,165,131,168,285,194,260,609,576,622,345,274,265,1320718.02946000000,5103.26340136000
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2009,,2552,1073,127,0,742,802,10,0,235,13,0,12,0,0,1,0,0,0,0,0,225,46,325,8,0,2,0,12,0,14,0,0,0,0,10,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,7,5,12,2,0,0,0,737,682,2176,28,13,24,1,242,348,128,247,27,1292,1260,49,164,105,95,141,166,252,201,63,56,48,171,103,63,141,181,260,163,77,53,97,335,208,158,282,347,512,364,140,109,1275581.54948000000,5092.20913934000
Residential,1,EDG,EDGEMONT,NORTHWEST,BUILT-OUT,1980s/1990s,2009,,16534,5418,735,0,4816,4404,258,0,291,450,0,14,0,0,0,1,0,0,0,0,276,101,526,15,0,0,0,12,4,23,2,0,0,0,255,191,671,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,0,0,0,1,437,327,993,12,0,0,0,4364,4193,14180,40,0,0,1,511,1659,1108,1857,210,8145,8389,268,988,838,791,671,886,1696,1278,514,215,291,1002,789,711,625,1078,1912,1145,472,364,559,1990,1627,1502,1296,1964,3608,2423,986,579,6619606.05738000000,11499.70712030000
Residential,1,KIL,KILLARNEY/GLENGARRY,CENTRE,BUILT-OUT,1950s,2009,,6635,3619,444,0,1736,1481,499,40,543,563,0,492,0,0,1,0,0,0,0,5,491,170,720,17,30,0,0,385,18,632,51,1,55,2,437,258,1002,27,30,3,0,0,0,0,0,0,0,1,39,1,63,0,0,0,0,1,0,31,0,0,0,0,532,325,1054,19,11,1,7,1391,964,3133,61,15,7,1,1237,1227,467,321,24,3375,3260,186,260,136,270,858,688,481,281,125,90,176,201,132,279,846,586,460,253,170,157,362,461,268,549,1704,1274,941,534,295,247,1843506.55417000000,5571.07603855000
Residential,1,DIS,DISCOVERY RIDGE,WEST,BUILT-OUT,2000s,2009,,4286,1647,498,0,1367,911,106,0,568,62,0,0,0,0,0,0,0,0,0,1,519,343,832,21,0,27,0,0,0,0,0,0,0,0,104,104,236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,114,1,0,0,0,902,864,3104,6,3,0,0,355,491,226,472,42,2158,2128,188,404,123,77,245,470,363,189,68,31,195,323,95,104,271,506,352,179,73,30,383,727,218,181,516,976,715,368,141,61,3598431.24510000000,8463.02514819000
Residential,1,SOV,SOUTHVIEW,EAST,BUILT-OUT,1950s,2009,,2079,914,163,0,459,585,26,6,150,54,0,92,0,0,0,1,0,0,0,2,137,0,328,6,0,5,0,60,2,98,8,0,24,2,23,6,60,1,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,1,0,54,0,0,0,0,54,0,127,0,0,0,0,560,451,1401,25,0,0,1,204,322,157,139,18,1072,1007,69,95,48,65,158,181,172,121,74,89,57,109,52,67,166,112,134,117,104,89,126,204,100,132,324,293,306,238,178,178,1591747.32116000000,5836.83371003000
Residential,1,ROY,ROYAL OAK,NORTHWEST,BUILT-OUT,2000s,2009,,10423,3788,1281,0,3242,2827,118,0,393,450,0,0,0,0,0,0,0,0,0,1,312,233,514,10,70,0,0,0,0,0,0,0,0,0,106,74,272,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,433,375,880,12,3,0,2,2737,2560,8757,72,15,1,0,513,1107,766,1078,124,5238,5185,528,765,291,313,986,1147,673,371,129,35,508,733,266,293,1132,1058,674,348,128,45,1036,1498,557,606,2118,2205,1347,719,257,80,3578463.59128000000,7787.66360241000
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,1980s/1990s,2009,,6379,2064,531,0,1396,1368,20,0,485,132,0,59,0,0,0,0,0,0,0,0,446,150,765,33,6,0,0,37,4,91,4,0,18,0,20,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,50,391,15,3,0,0,1351,1178,5076,15,1,1,0,300,493,383,586,206,3287,3092,210,507,226,270,539,588,549,225,121,52,188,478,205,255,540,534,497,199,129,67,398,985,431,525,1079,1122,1046,424,250,119,1566372.01655000000,5555.60282042000
Residential,1,ERL,ERLTON,CENTRE,BUILT-OUT,INNER CITY,2009,,1212,744,40,0,480,133,44,0,414,105,0,47,0,0,1,0,0,0,0,0,397,294,643,15,0,2,0,35,2,54,4,0,8,0,38,18,77,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,100,89,199,3,0,2,1,119,76,233,11,1,1,1,290,319,55,23,3,623,589,10,15,18,36,183,130,109,81,26,15,22,18,17,29,172,116,93,77,23,22,32,33,35,65,355,246,202,158,49,37,506469.94823200000,4067.95563630000
Residential,1,CHA,CHAPARRAL,SOUTH,DEVELOPING,BUILDING OUT,2009,,10537,3466,1333,0,3027,2771,242,0,193,260,0,0,0,0,0,0,0,0,0,1,128,87,203,0,64,0,0,0,0,0,0,0,0,2,229,213,448,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,226,170,413,11,20,0,5,2690,2557,9473,38,36,2,0,328,822,611,1377,135,5305,5232,482,1193,350,191,589,1229,757,285,155,74,489,1075,334,198,716,1228,655,297,166,74,971,2268,684,389,1305,2457,1412,582,321,148,5374578.40476000000,10227.49681530000
