CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,KIL,KILLARNEY/GLENGARRY,2004,,6368,3489,344,4368,0,1657,1557,338,33,521,532,0,506,0,0,2,0,0,0,0,8,489,140,702,23,0,1,2,385,21,589,96,1,22,0,304,137,710,21,12,1,0,0,0,0,0,0,0,1,30,2,54,2,0,0,1,1,1,1,0,0,0,1,499,288,1005,27,5,0,7,1473,1068,3307,61,14,2,2,1183,1237,455,283,23,3132,3236,133,231,127,337,795,606,468,200,116,119,145,201,125,360,782,635,429,197,185,177,278,432,252,697,1577,1241,897,397,301,296,1843507.06316000000,5571.07684892000
Residential,1,RIC,RICHMOND,2004,,3897,2066,223,2729,0,1064,1232,195,12,303,74,0,250,0,0,0,0,0,0,0,1,282,35,399,20,0,0,1,189,9,307,51,1,8,0,164,78,380,17,14,0,0,0,0,0,0,0,0,0,12,6,25,0,0,0,0,0,0,0,0,0,0,0,70,26,146,4,0,0,1,1162,910,2640,57,10,2,0,652,742,258,213,14,1934,1963,95,131,83,124,465,422,321,151,76,66,84,159,86,167,446,375,287,124,92,143,179,290,169,291,911,797,608,275,168,209,1793961.89046000000,6460.14767739000
Industrial,2,FLI,FOREST LAWN INDUSTRIAL,2004,,108,62,2,60,0,61,0,0,0,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,107,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,22,9,2,0,59,49,0,1,2,1,6,15,12,11,9,2,2,4,2,3,5,5,13,10,3,2,2,5,4,4,11,20,25,21,12,4,1538900.27687000000,7472.28204328000
Residential,1,CLI,CLIFF BUNGALOW,2004,,1915,1356,37,1127,0,266,183,12,0,904,45,0,209,0,2,0,1,0,0,0,5,852,167,1224,47,0,0,7,184,7,242,15,0,3,0,12,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,31,0,0,0,0,45,6,67,0,0,0,5,164,82,330,13,1,0,3,731,446,66,16,1,973,942,18,15,13,95,370,255,119,42,31,15,16,20,16,141,401,168,84,41,20,35,34,35,29,236,771,423,203,83,51,50,362754.48771500000,2944.18028240000
Residential,1,MIS,MISSION,2004,,3582,2828,35,2671,0,864,117,4,0,2579,33,0,83,5,2,5,0,0,0,0,10,2294,799,3106,263,12,0,4,59,4,79,20,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,148,0,0,0,0,28,25,54,5,0,0,10,91,33,190,13,3,0,12,1640,748,64,30,6,1779,1803,9,26,20,134,604,369,236,145,124,112,23,19,29,183,600,258,178,136,161,216,32,45,49,317,1204,627,414,281,285,328,534971.29451300000,3828.26849698000
Residential,1,SOV,SOUTHVIEW,2004,,2100,898,154,1368,0,488,587,26,0,150,54,0,80,0,0,0,1,0,0,0,1,139,0,330,10,0,0,0,57,4,88,18,0,5,2,20,7,48,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,0,0,0,0,49,0,136,3,0,2,0,572,477,1440,14,0,1,1,193,331,154,140,20,1041,1059,66,104,55,43,149,179,180,101,72,92,63,121,54,75,131,177,139,98,91,110,129,225,109,118,280,356,319,199,163,202,1591747.65783000000,5836.83336329000
Residential,1,ERL,ERLTON,2004,,1230,750,39,974,0,434,140,48,0,414,102,0,45,0,0,1,0,0,0,0,0,393,264,651,21,0,0,0,35,4,60,7,0,3,0,38,17,76,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,93,72,196,9,0,0,3,124,77,241,10,2,1,1,273,312,68,30,1,654,576,13,12,24,45,203,149,108,58,23,19,23,11,7,52,166,128,95,44,32,18,36,23,31,97,369,277,203,102,55,37,506469.98443600000,4067.95834081000
Industrial,2,MNI,MANCHESTER INDUSTRIAL,2004,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4575022.36345000000,11955.76767250000
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,2004,,6098,2600,522,3669,0,911,935,435,20,500,342,0,368,0,0,0,0,0,0,0,0,467,23,869,33,0,0,0,281,5,533,87,0,0,0,400,174,1192,33,2,0,0,0,0,0,0,0,0,0,20,7,48,0,0,0,0,0,0,0,0,0,0,1,323,3,985,18,0,0,1,893,699,2471,41,0,0,0,594,796,459,435,100,3196,2902,216,383,184,279,541,641,462,240,182,68,204,350,188,239,501,486,360,253,191,130,420,733,372,518,1042,1127,822,493,373,198,2506200.12570000000,8227.62372535000
Residential,1,DNW,DOWNTOWN WEST END,2004,,1789,1350,37,1208,0,556,10,0,0,1334,0,0,3,0,1,0,0,0,2,0,17,1071,555,1765,122,124,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,3,6,1,12,1,0,0,3,541,418,90,30,3,997,792,11,16,58,118,295,188,144,106,39,22,18,10,56,102,209,119,140,79,35,24,29,26,114,220,504,307,284,185,74,46,364534.76936500000,2809.59153047000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,2004,,2080,894,8,655,0,99,6,0,0,875,0,0,3,3,1,0,0,0,6,0,0,806,98,976,66,0,3,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1091,0,0,0,0,0,0,0,0,0,0,0,4,1,9,2,0,0,10,661,132,14,6,9,1609,471,4,5,72,136,337,274,199,243,221,118,4,3,2,16,54,26,39,110,125,92,8,8,74,152,391,300,238,353,346,210,521308.99926400000,3518.12388114000
Residential,1,SNA,SUNALTA,2004,,2970,2087,99,1814,0,398,260,4,0,1605,58,0,150,1,6,1,0,0,2,0,3,1375,242,2035,227,0,0,2,128,9,179,20,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,157,1,0,0,0,44,25,79,6,8,0,2,235,121,517,23,0,0,10,1031,564,131,64,3,1648,1322,45,57,37,167,624,384,212,71,30,21,37,44,35,208,531,241,120,52,31,23,82,101,72,375,1155,625,332,123,61,44,940817.81725400000,4680.77130692000
Residential,1,FLN,FOREST LAWN,2004,,7535,3278,610,4466,0,1163,1415,306,6,231,731,52,529,0,2,3,0,2,1,0,0,205,3,423,26,0,0,0,384,23,713,113,0,32,0,283,103,888,21,2,0,0,27,13,43,25,0,0,0,5,2,13,1,0,0,0,6,2,58,0,0,2,0,615,56,1750,110,6,0,3,1347,961,3647,64,0,1,8,640,1017,553,520,142,4020,3515,248,436,255,335,608,886,630,301,211,110,258,442,233,304,535,615,465,295,220,148,506,878,488,639,1143,1501,1095,596,431,258,2316962.67354000000,6520.72444002000
Residual Sub Area,4,02A,02A,2004,Y,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425821.35516000000,10727.37120140000
Residual Sub Area,4,02B,02B,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655613.23601000000,6527.84570333000
Residual Sub Area,4,02C,02C,2004,Y,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505413.52302000000,6034.34288335000
Residual Sub Area,4,03C,03C,2004,Y,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637611.38696000000,5318.21976907000
Residential,1,SYV,SYMONS VALLEY,2004,,625,335,69,439,0,201,324,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,8,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,212,201,620,15,81,0,0,13,86,48,62,6,314,311,31,38,11,21,100,64,37,9,3,0,32,50,12,14,101,56,32,13,0,1,63,88,23,35,201,120,69,22,3,1,10803851.34470000000,16156.91603180000
Residential,1,EVN,EVANSTON,2004,,682,427,65,470,0,237,395,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,14,40,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,231,223,642,43,108,0,0,23,112,53,56,5,340,342,23,46,11,26,140,50,21,12,5,6,26,52,7,27,139,49,26,10,2,4,49,98,18,53,279,99,47,22,7,10,5037857.28141000000,11351.93079700000
Residential,1,COV,COVENTRY HILLS,2004,,9719,3703,1364,5203,0,3229,3655,44,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,23,17,42,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,27,3353,3211,9668,160,115,0,1,364,1195,784,939,98,4888,4831,542,767,200,253,1439,1075,368,166,63,15,567,700,172,328,1530,933,360,162,57,22,1109,1467,372,581,2969,2008,728,328,120,37,4133384.03832000000,9468.33405286000
Industrial,2,ST3,STONEY 3,2004,,15,9,0,10,0,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,2,0,0,0,2,1,1,2,0,9,6,0,0,1,1,1,0,2,3,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,2,1,1,3,4,2,0,6113858.26993000000,12019.74370680000
Residual Sub Area,4,03P,03P,2004,Y,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637258.70988000000,6497.32889136000
Residual Sub Area,4,02E,02E,2004,,693,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,668,25,0,0,50,0,135,200,150,100,33,0,0,0,25,0,0,0,0,0,0,0,0,0,75,0,135,200,150,100,33,0,3797207.22401000000,8024.08731305000
Industrial,2,ST2,STONEY 2,2004,Y,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537965.88168000000,11284.84209020000
Residential,1,HID,HIDDEN VALLEY,2004,,11647,3849,1550,7015,0,3612,3441,132,0,0,274,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,127,123,251,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,247,527,8,0,0,1,3374,3241,10864,55,9,2,0,404,1014,833,1384,134,5826,5821,621,1000,318,288,1060,1383,735,270,109,42,550,953,316,282,1240,1346,696,258,120,60,1171,1953,634,570,2300,2729,1431,528,229,102,4093176.54853000000,10220.81943030000
Residual Sub Area,4,03S,03S,2004,Y,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966277.46362000000,8142.82718882000
Residual Sub Area,4,03R,03R,2004,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634338.03611000000,6491.89871233000
Residential,1,HAR,HARVEST HILLS,2004,,7443,2549,816,4807,0,2445,2097,103,0,165,182,0,1,0,0,0,1,0,0,0,0,163,152,245,2,0,0,0,1,0,2,0,0,0,0,102,101,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,180,174,336,2,0,0,1,2087,2018,6624,9,0,0,1,348,769,531,816,70,3759,3684,305,629,217,235,536,887,561,218,102,69,289,596,211,199,613,869,487,217,123,80,594,1225,428,434,1149,1756,1048,435,225,149,2209338.19115000000,6385.97688507000
Residential,1,HAM,HAMPTONS,2004,,7906,2399,546,5235,0,2310,2022,162,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,316,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,198,393,0,0,0,6,1964,1954,7197,17,35,0,0,172,566,433,1035,131,3891,4015,201,649,333,314,243,709,839,353,188,62,182,707,332,272,345,820,768,318,196,75,383,1356,665,586,588,1529,1607,671,384,137,3470576.51314000000,8248.95745543000
Residential,1,ARB,ARBOUR LAKE,2004,,10312,3771,950,6411,0,3416,2627,177,0,591,61,308,6,0,0,0,1,0,0,0,0,520,473,794,30,41,0,0,5,1,13,0,0,1,0,168,163,298,9,0,0,0,299,295,513,9,0,0,0,0,0,0,0,0,0,0,1,0,118,0,0,0,0,59,50,161,2,0,0,2,2568,2434,8415,46,11,0,1,611,1208,621,1055,125,5082,5230,368,802,326,292,646,1022,731,383,308,204,367,767,295,241,770,1058,671,426,349,286,735,1569,621,533,1416,2080,1402,809,657,490,4316558.35482000000,8651.41330957000
Residential,1,TUS,TUSCANY,2004,,10329,4252,1532,6912,0,3689,3511,59,0,404,277,0,1,0,0,0,0,0,0,0,0,400,361,635,4,0,0,0,0,0,0,0,0,1,0,48,40,88,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,218,207,398,4,51,0,32,3188,3081,9208,91,200,0,0,571,1510,737,967,69,5119,5210,649,624,174,218,1470,1107,462,198,151,66,646,613,172,238,1610,1009,440,232,162,88,1295,1237,346,456,3080,2116,902,430,313,154,6884001.48393000000,11834.89778530000
Residential,1,SAN,SANDSTONE VALLEY,2004,,6744,2112,344,4233,0,1918,1679,44,0,0,385,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,44,27,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,343,780,11,0,1,0,1658,1548,5826,18,0,3,0,225,488,443,804,119,3321,3423,117,524,359,263,295,545,714,249,172,83,131,532,316,234,311,658,667,276,179,119,248,1056,675,497,606,1203,1381,525,351,202,1800387.38615000000,5467.20427156000
Residential,1,EDG,EDGEMONT,2004,,17274,5415,918,11566,0,4789,4405,258,0,291,450,0,10,0,0,0,1,0,0,0,0,257,100,470,34,0,0,0,9,3,16,1,0,0,0,256,188,688,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,0,0,0,0,444,309,1006,6,0,0,1,4349,4189,14965,52,1,2,1,442,1417,1111,2085,261,8538,8736,327,1304,997,774,600,1172,1904,888,378,194,352,1279,894,695,670,1511,1863,780,364,328,679,2583,1891,1469,1270,2683,3767,1668,742,522,6619606.27149000000,11499.70715630000
Residual Sub Area,4,03V,03V,2004,Y,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668505.98171000000,9756.24619621000
Residential,1,SAD,SADDLE RIDGE,2004,,4136,1485,582,2232,0,1191,1478,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1267,1188,4125,33,162,0,0,94,379,291,428,82,2080,2056,237,307,96,145,616,374,188,65,37,15,231,287,85,182,630,323,179,80,42,17,468,594,181,327,1246,697,367,145,79,32,3959178.86503000000,8133.64570916000
Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,2004,,55,35,3,35,0,9,29,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,8,51,4,0,0,0,6,12,4,3,0,36,19,2,0,1,2,5,11,8,2,3,2,1,2,0,1,2,2,5,4,1,1,3,2,1,3,7,13,13,6,4,3,2538498.67119000000,7852.11540015000
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952597.58700000000,7806.68940348000
Industrial,2,ST1,STONEY 1,2004,Y,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132274.22661000000,14266.67272900000
Residential,1,PAN,PANORAMA HILLS,2004,,6871,2354,883,4378,0,2070,1996,103,1,252,0,2,0,0,0,0,0,0,0,0,3,170,141,256,7,72,0,0,0,0,0,0,0,0,0,82,80,175,4,17,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1879,1848,6437,30,73,0,0,194,583,427,812,116,3449,3422,354,503,215,196,742,694,440,207,67,31,331,531,188,217,798,652,403,169,90,43,685,1034,403,413,1540,1346,843,376,157,74,6216789.60645000000,11506.84214010000
Residual Sub Area,4,02F,02F,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145184.72209000000,7009.25075962000
Residential,1,CHV,COUNTRY HILLS VILLAGE,2004,,652,555,17,432,0,250,0,0,0,420,134,0,0,0,0,0,1,0,0,0,0,266,147,418,115,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,128,103,234,2,0,0,0,0,0,0,0,0,0,1,173,190,25,6,0,283,369,9,11,1,21,107,29,17,36,22,30,6,9,9,58,90,40,24,47,43,43,15,20,10,79,197,69,41,83,65,73,952023.57667800000,4008.22925478000
Residential,1,ROC,ROCKY RIDGE,2004,,4487,2134,504,3060,0,1636,1257,79,1,368,429,0,0,0,0,0,0,0,0,0,1,204,193,302,49,113,1,0,0,0,0,0,0,0,2,59,57,119,2,16,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,306,285,618,22,101,0,10,1130,1100,3445,60,57,0,0,310,639,306,405,40,2183,2304,209,278,102,101,397,452,319,193,118,14,205,273,113,130,488,450,319,201,105,20,414,551,215,231,885,902,638,394,223,34,2805897.97256000000,6955.04335776000
Residential,1,ROY,ROYAL OAK,2004,,3999,1804,541,2616,0,1330,1586,42,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,27,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,68,138,20,71,0,23,1290,1250,3834,66,206,1,0,146,501,289,414,35,2017,1982,237,235,92,117,453,443,257,132,40,11,222,241,114,139,520,367,249,90,34,6,459,476,206,256,973,810,506,222,74,17,3643481.02228000000,7877.86420392000
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,2004,Y,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20616579.07900000000,23162.44190030000
Residential,1,COU,COUNTRY HILLS,2004,,3632,1425,407,2527,0,1324,979,24,0,200,220,0,2,0,0,0,0,0,0,0,0,192,179,288,8,0,0,0,2,1,5,0,0,0,0,24,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,189,420,6,0,0,0,968,932,2869,11,0,0,0,282,504,270,307,37,1771,1861,165,203,92,119,446,338,226,103,50,29,169,214,75,103,485,359,249,103,70,34,334,417,167,222,931,697,475,206,120,63,1888400.45482000000,7442.87536953000
Residential,1,CIT,CITADEL,2004,,10008,3477,1120,6173,0,3269,2822,2,0,224,429,0,0,0,0,0,0,0,0,0,0,220,187,363,4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,381,934,4,0,0,0,2793,2699,8709,28,0,1,0,413,1107,742,1108,70,4939,5069,448,764,290,301,959,1098,655,264,117,43,454,745,311,313,1107,1088,602,269,129,51,902,1509,601,614,2066,2186,1257,533,246,94,2757033.08646000000,7814.79953028000
