COMMUNITY9,COMMUNIT_1,CLASS,CLASS_CODE,COMM_CODE,NAME,ID,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,FOIP_IND,OBJECTID,SHAPE_AREA,SHAPE_LEN
180,179,Residential,1,PKH,PARKHILL,180,1999,1518,777,85,996,356,399,94,0,194,8,0,83,0,2,0,0,0,0,1,191,18,308,2,3,76,2,119,3,0,85,44,200,3,0,0,0,0,0,0,2,0,5,0,0,6,1,17,1,1,380,291,869,11,795,723,27,74,39,71,201,161,114,58,34,16,40,59,39,65,165,141,104,48,31,31,67,133,78,136,366,302,218,106,65,47,256,301,103,74,6,,179,655765.88222600000,4018.73749204000
141,140,Residential,1,DNW,DOWNTOWN WEST END,141,1999,433,577,6,319,83,20,0,0,546,0,0,14,0,0,1,0,0,1,2,250,81,389,19,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,11,2,26,4,260,173,3,2,1,38,56,45,62,24,22,7,3,1,6,21,43,30,32,12,19,6,6,3,7,59,99,75,94,36,41,13,139,116,11,5,1,,140,364474.47712500000,2810.23247482000
142,141,Residential,1,DNE,DOWNTOWN EAST VILLAGE,142,1999,1293,723,7,131,3,8,0,0,701,0,0,5,3,2,1,0,0,6,0,675,0,738,26,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,531,1,0,0,0,0,0,0,7,3,14,0,929,364,0,0,10,33,197,196,72,169,183,69,5,3,1,8,26,18,17,74,135,77,5,3,11,41,223,214,89,243,318,146,619,63,5,1,8,,141,521296.71569300000,3519.71338514000
145,144,Residential,1,SNA,SUNALTA,145,1999,3310,2031,81,2341,278,268,7,0,1518,54,0,171,0,6,8,0,0,2,2,1448,126,2232,54,0,158,8,224,5,0,7,1,11,0,0,0,0,0,0,5,11,0,208,0,0,46,23,77,8,3,250,120,558,12,1830,1480,34,57,34,280,710,413,188,63,36,15,32,51,56,273,550,291,109,58,31,29,66,108,90,553,1260,704,297,121,67,44,1022,691,136,62,9,,144,940987.19539800000,4684.61973190000
149,148,Residential,1,FLN,FOREST LAWN,149,1999,8253,3119,716,3974,1227,1430,299,0,278,635,50,445,0,1,1,0,1,0,0,268,18,548,4,1,380,24,817,37,0,290,100,905,8,1,43,33,88,0,0,3,0,19,0,0,617,27,1872,18,1,1400,1025,4004,26,4364,3889,274,550,267,328,823,858,481,329,356,98,279,528,250,307,680,653,428,356,310,98,553,1078,517,635,1503,1511,909,685,666,196,563,1050,582,657,149,,148,2316952.05520000000,6519.79488003000
153,152,Residential,1,SCA,SCARBORO,153,1999,875,344,66,442,307,333,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,307,866,9,446,429,17,81,30,19,34,86,91,45,31,12,30,57,37,9,35,96,82,33,31,19,47,138,67,28,69,182,173,78,62,31,67,121,45,88,8,,152,453684.55557500000,3059.47701355000
154,153,Residential,1,RAM,RAMSAY,154,1999,2128,1098,119,1271,593,749,53,0,67,42,0,194,0,3,2,0,0,0,0,67,0,100,0,3,158,17,238,20,0,50,13,118,3,0,0,0,0,0,0,4,2,29,1,1,41,0,118,0,0,718,561,1525,24,1146,982,51,86,33,74,287,285,160,68,57,45,43,76,34,63,234,215,110,53,79,75,94,162,67,137,521,500,270,121,136,120,378,401,148,103,8,,153,890654.00235400000,4494.87293534000
209,207,Industrial,2,EFV,EAST FAIRVIEW INDUSTRIAL,209,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,208,2310171.87636000000,7172.72454175000
210,208,Industrial,2,FVI,FAIRVIEW INDUSTRIAL,210,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,209,1279272.91205000000,7843.25546661000
213,211,Residential,1,EAG,EAGLE RIDGE,213,1999,463,110,15,133,102,97,0,0,11,0,0,0,0,0,0,1,1,0,0,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,168,0,0,0,0,0,0,0,95,92,278,2,201,262,5,13,12,9,6,17,34,32,33,40,7,14,15,7,8,18,33,30,37,93,12,27,27,16,14,35,67,62,70,133,11,47,20,24,6,,212,371989.62617200000,3866.99382944000
4,3,Industrial,2,ST4,STONEY 4,4,1999,19,8,0,6,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,9,10,0,1,0,0,0,4,2,0,0,2,0,1,0,0,1,3,1,0,3,1,0,2,0,0,1,7,3,0,3,3,0,5,3,0,0,,3,5559274.85042000000,16496.33456490000
5,4,Residual Sub Area,4,02A,02A,5,1999,90,3,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0,0,2,1,6,0,75,15,0,2,2,16,16,23,14,1,0,1,0,0,0,2,6,6,0,0,0,1,0,2,2,18,22,29,14,1,0,2,0,1,0,1,1,,4,5426119.14902000000,10567.97128660000
6,5,Residual Sub Area,4,03D,03D,6,1999,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,5,2514433.58905000000,6874.78492876000
7,6,Residual Sub Area,4,02B,02B,7,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,6,2655783.60020000000,6527.79437175000
8,7,Residual Sub Area,4,02C,02C,8,1999,14,6,0,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,8,6,0,0,0,2,2,0,1,3,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,3,2,0,3,5,0,1,1,3,1,1,0,,7,2652359.41768000000,6514.75041560000
9,8,Residual Sub Area,4,03C,03C,9,1999,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,8,1714361.12013000000,5540.98274821000
10,9,Residual Sub Area,4,02D,02D,10,1999,77,23,4,46,17,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,17,73,0,39,38,1,8,4,1,2,10,6,6,1,0,1,9,3,3,2,9,6,4,1,0,2,17,7,4,4,19,12,10,2,0,1,9,3,8,2,,9,3508915.79873000000,7535.34341414000
11,10,Residual Sub Area,4,03B,03B,11,1999,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,10,2478728.11568000000,6216.79929612000
14,13,Industrial,2,ST3,STONEY 3,14,1999,16,8,0,7,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,1,8,8,0,1,0,2,2,1,0,2,0,0,0,1,0,0,1,1,1,2,1,1,0,2,0,2,3,2,1,4,1,1,2,2,2,1,0,,13,6113329.37385000000,12019.49359590000
16,15,Residential,1,PAN,PANORAMA HILLS,16,1999,1002,357,145,567,291,356,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,297,291,1000,18,495,507,55,70,33,21,109,116,62,18,7,4,66,78,29,23,122,108,53,14,10,4,121,148,62,44,231,224,115,32,17,8,17,74,70,120,18,,15,6240330.09117000000,11514.24594320000
19,18,Residual Sub Area,4,02F,02F,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,18,3140074.79220000000,7072.14786951000
20,19,Residual Sub Area,4,02G,02G,20,1999,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,19,5105492.45987000000,9591.67964608000
22,21,Industrial,2,ST2,STONEY 2,22,1999,13,6,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,1,8,5,2,1,0,1,1,0,1,2,0,0,0,1,0,1,0,0,1,2,0,0,2,2,0,2,1,0,2,4,0,0,2,2,0,0,1,,21,4537437.29775000000,11284.26297130000
25,24,Residential,1,ROC,ROCKY RIDGE,25,1999,1386,660,177,841,476,530,20,0,0,100,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,7,14,3,0,1,0,2,0,3,4,1,5,2,1,48,42,96,2,17,437,426,1269,25,683,703,83,72,36,25,134,155,109,47,19,3,75,75,42,33,170,136,106,47,16,3,158,147,78,58,304,291,215,94,35,6,47,207,106,124,13,,24,2806239.27500000000,6955.83142605000
26,25,Residual Sub Area,4,03S,03S,26,1999,13,6,0,8,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,1,8,5,0,0,0,0,3,1,1,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,5,2,1,5,0,0,1,2,0,2,0,,25,3966239.83370000000,8142.79841217000
27,26,Residential,1,ROY,ROYAL OAK,27,1999,240,129,33,154,82,128,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86,80,237,9,119,121,12,11,1,4,27,36,10,12,5,1,15,13,4,11,27,25,17,4,5,0,27,24,5,15,54,61,27,16,10,1,8,35,21,24,0,,26,3642624.65850000000,7871.40657391000
29,27,Residual Sub Area,4,03R,03R,29,1999,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,28,2634249.01455000000,6491.72206849000
31,30,Residential,1,COU,COUNTRY HILLS,31,1999,2086,941,227,1338,725,810,36,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,95,82,208,0,9,654,643,1878,34,1035,1051,95,132,54,94,341,177,87,38,16,1,95,116,69,118,351,173,82,33,13,1,190,248,123,212,692,350,169,71,29,2,85,298,159,186,21,,30,1905719.96055000000,7467.69965922000
33,32,Residential,1,CIT,CITADEL,33,1999,5039,1764,697,2889,1606,1621,2,1,1,138,0,1,0,0,0,0,0,0,0,2,2,7,0,0,1,0,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,135,121,282,3,23,1514,1481,4745,55,2531,2508,306,352,144,127,551,590,286,101,61,13,270,358,128,118,628,571,262,98,55,20,576,710,272,245,1179,1161,548,199,116,33,135,509,398,562,50,,32,2757090.63315000000,7815.36241157000
36,35,Residential,1,MAC,MACEWAN GLEN,36,1999,5701,1770,660,2877,1614,1516,70,0,0,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,70,57,188,0,0,0,0,0,0,0,0,0,0,0,0,180,104,382,1,1,1506,1453,5127,9,2822,2879,269,596,205,124,317,776,331,90,71,43,242,632,181,115,399,792,259,89,116,54,511,1228,386,239,716,1568,590,179,187,97,167,430,339,749,74,,35,1413093.50633000000,5008.13566210000
38,37,Residential,1,SAN,SANDSTONE VALLEY,38,1999,6855,2100,533,3489,1928,1678,44,0,0,377,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,44,26,131,0,0,0,0,0,0,0,0,0,0,0,0,354,316,748,12,0,1670,1586,5974,7,3382,3471,209,689,293,179,314,840,508,169,131,50,202,661,252,165,370,953,447,191,162,68,411,1350,545,344,684,1793,955,360,293,118,189,472,421,886,101,,37,1788158.38518000000,5465.46609012000
41,40,Residual Sub Area,4,03V,03V,41,1999,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,40,3668602.46550000000,9756.96483535000
42,41,Residential,1,SAD,SADDLE RIDGE,42,1999,124,39,9,38,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,28,121,0,63,61,4,12,2,3,7,12,13,5,5,0,3,12,4,2,8,11,11,3,6,1,7,24,6,5,15,23,24,8,11,1,4,12,8,13,2,,41,3959256.26973000000,8134.09315121000
43,42,Industrial,2,SRI,SADDLE RIDGE INDUSTRIAL,43,1999,80,33,1,37,10,32,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,76,4,48,32,0,4,3,3,12,9,7,6,4,0,1,5,5,2,4,5,8,1,1,0,1,9,8,5,16,14,15,7,5,0,5,10,8,3,3,,42,2506257.66181000000,7846.79015545000
46,45,Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,46,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,45,1952595.86217000000,7806.95607250000
12,11,Residual Sub Area,4,03A,03A,12,1999,19,7,3,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,19,1,14,5,2,3,3,0,1,3,2,0,0,0,0,1,0,0,2,0,2,0,0,0,2,4,3,0,3,3,4,0,0,0,1,2,0,3,0,,11,1788527.43855000000,5537.07762953000
13,12,Residential,1,COV,COVENTRY HILLS,13,1999,4636,1735,717,2910,1561,1724,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1588,1553,4615,61,2338,2298,276,314,105,120,802,469,158,56,33,5,312,281,76,164,844,393,134,60,26,8,588,595,181,284,1646,862,292,116,59,13,142,578,388,452,39,,12,4109121.08707000000,9477.28457194000
15,14,Industrial,2,ST1,STONEY 1,15,1999,21,9,2,17,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,3,18,0,13,8,1,0,1,4,1,3,0,3,0,0,0,1,1,0,1,3,0,1,0,1,1,1,2,4,2,6,0,4,0,1,2,2,1,3,0,,14,6132638.75776000000,14267.02405390000
17,16,Residual Sub Area,4,03P,03P,17,1999,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,16,2637296.29420000000,6497.74950006000
18,17,Residual Sub Area,4,02E,02E,18,1999,700,4,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,698,0,0,0,0,0,0,0,1,1,2,0,674,26,0,10,126,132,225,127,43,9,2,0,0,2,12,6,5,0,0,0,1,0,0,12,138,138,230,127,43,9,3,0,0,1,0,0,3,,17,3797918.15618000000,8028.68639628000
21,20,Residual Sub Area,4,03J,03J,21,1999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,20,1747386.73658000000,5679.52066366000
23,22,Residential,1,CHV,COUNTRY HILLS VILLAGE,23,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,22,952050.55797400000,4008.82412201000
24,23,Residential,1,HID,HIDDEN VALLEY,24,1999,8716,3095,1214,5260,2861,2897,46,0,0,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,46,46,93,0,0,0,0,0,0,0,0,0,0,0,0,114,109,194,22,13,2762,2706,8426,54,4384,4332,544,582,240,205,1172,972,432,144,72,21,486,572,223,242,1302,901,382,126,76,22,1030,1154,463,447,2474,1873,814,270,148,43,232,982,714,919,76,,23,4103622.12455000000,10220.25266480000
28,28,Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,28,1999,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,27,20617583.71730000000,23152.59588850000
30,29,Residential,1,HAR,HARVEST HILLS,30,1999,6529,2411,876,3891,2213,1963,101,0,165,182,0,0,0,0,0,0,0,0,0,159,143,257,6,0,0,0,0,0,0,86,84,154,7,0,0,0,0,0,0,0,0,0,0,0,179,175,351,3,8,1867,1811,5767,30,3292,3237,376,457,172,129,823,767,329,140,72,27,337,443,153,148,891,698,336,120,78,33,713,900,325,277,1714,1465,665,260,150,60,268,813,488,671,51,,29,2202146.41999000000,6369.62425804000
32,31,Residential,1,HAM,HAMPTONS,32,1999,5006,1668,497,2455,1465,1376,136,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,133,271,1,0,0,0,0,0,0,0,0,0,0,1,139,133,264,1,17,1232,1199,4471,37,2455,2551,190,397,221,153,232,522,448,174,95,23,189,439,188,151,317,596,389,151,96,35,379,836,409,304,549,1118,837,325,191,58,105,390,277,670,64,,31,3470722.88362000000,8249.54928509000
34,33,Industrial,2,HHB,HARVEST HILLS BUSINESS PARK,34,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,33,2449128.19115000000,7550.13321153000
35,34,Residential,1,ARB,ARBOUR LAKE,35,1999,6193,2380,595,3243,2135,1770,163,0,150,0,308,2,0,0,0,0,0,0,0,148,138,252,2,0,2,0,4,0,0,152,148,276,6,0,303,296,517,4,0,0,0,0,0,0,0,0,0,0,11,1620,1553,5144,41,3065,3128,229,438,192,158,556,606,401,209,182,94,236,421,161,161,582,614,385,230,223,115,465,859,353,319,1138,1220,786,439,405,209,309,799,444,618,55,,34,4316350.39338000000,8651.28797505000
37,36,Residential,1,TUS,TUSCANY,37,1999,2786,1323,399,1747,953,1152,2,0,154,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,15,988,950,2782,30,1413,1373,184,174,60,44,461,307,105,53,17,8,156,167,37,62,504,271,98,44,28,6,340,341,97,106,965,578,203,97,45,14,71,435,219,243,23,,36,6883851.31384000000,11834.91174960000
39,38,Residential,1,EDG,EDGEMONT,39,1999,16463,5207,1181,8184,4332,4067,255,0,432,448,0,9,0,0,0,0,0,0,1,364,44,604,31,0,6,1,12,0,1,243,167,651,0,0,0,0,0,0,0,0,0,0,0,2,416,287,955,5,6,3994,3833,14241,32,8161,8302,407,1504,852,570,710,1515,1613,560,280,150,436,1475,767,502,790,1787,1488,518,312,227,843,2979,1619,1072,1500,3302,3101,1078,592,377,464,1284,898,2117,260,,38,6619540.88333000000,11499.63070640000
40,39,Residential,1,HAW,HAWKWOOD,40,1999,11069,3326,876,5668,3156,3068,0,0,138,119,0,1,0,0,0,0,0,0,0,134,133,181,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,111,213,0,0,3046,2912,10674,21,5473,5596,333,1092,522,320,374,1211,1038,305,191,87,297,1114,502,289,470,1337,951,292,223,121,630,2206,1024,609,844,2548,1989,597,414,208,271,743,611,1515,160,,39,3205909.47155000000,7381.28183571000
182,181,Residential,1,ALT,ALTADORE,182,1999,5699,3007,380,3389,1316,1844,474,4,379,170,0,314,0,7,3,1,0,0,8,370,21,559,5,0,271,21,439,18,0,268,74,696,28,0,0,0,0,0,1,8,0,25,1,0,125,42,250,5,2,1557,1158,3730,54,2850,2849,156,284,118,257,667,611,310,168,142,137,158,296,116,254,642,555,294,166,210,158,314,580,234,511,1309,1166,604,334,352,295,815,1003,402,346,33,,181,2911921.26200000000,7570.90934227000
183,182,Residential,1,DIS,DISCOVERY RIDGE,183,1999,21,6,0,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,21,0,10,11,0,3,1,0,0,3,3,0,0,0,0,3,2,0,0,3,3,0,0,0,0,6,3,0,0,6,6,0,0,0,0,1,2,3,0,,182,3601602.53695000000,8462.82203773000
186,185,Residential,1,EYA,ELBOYA,186,1999,1676,768,115,898,439,485,7,0,234,20,0,23,0,0,0,0,0,0,18,214,0,385,2,0,21,3,33,2,0,7,2,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,34,0,0,477,434,1207,6,854,822,51,85,41,55,160,173,121,54,48,66,40,107,50,45,103,184,110,56,62,65,91,192,91,100,263,357,231,110,110,131,209,287,121,116,6,,185,721300.23614900000,3892.07629841000
189,187,Residential,1,BRT,BRITANNIA,189,1999,778,314,39,324,257,257,0,0,58,0,0,0,0,0,0,0,0,0,0,55,12,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,245,706,3,360,418,10,66,25,8,23,51,77,23,37,40,19,68,35,17,17,74,73,19,53,43,29,134,60,25,40,125,150,42,90,83,71,114,35,75,8,,188,503063.08117600000,3216.93728495000
191,189,Residual Sub Area,4,09D,09D,191,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,190,404236.53467400000,3450.14003980000
